Orthogroup	data_Cint	model_Cint
OG0001229	SGZ47878.1	Candida_intermedia@Seq_2090
OG0001230	SGZ47879.1	Candida_intermedia@Seq_2158
OG0001231	SGZ47880.1	Candida_intermedia@Seq_2472
OG0001232	SGZ47882.1	Candida_intermedia@Seq_3455
OG0001233	SGZ47885.1	Candida_intermedia@Seq_1295
OG0001234	SGZ47887.1	Candida_intermedia@Seq_1505
OG0001235	SGZ47890.1	Candida_intermedia@Seq_114
OG0001236	SGZ47891.1	Candida_intermedia@Seq_2239
OG0001237	SGZ47892.1	Candida_intermedia@Seq_3549
OG0001238	SGZ47894.1	Candida_intermedia@Seq_33
OG0001239	SGZ47895.1	Candida_intermedia@Seq_1023
OG0001240	SGZ47896.1	Candida_intermedia@Seq_1062
OG0001241	SGZ47898.1	Candida_intermedia@Seq_4154
OG0001242	SGZ47901.1	Candida_intermedia@Seq_1001
OG0001243	SGZ47902.1	Candida_intermedia@Seq_4620
OG0001244	SGZ47904.1	Candida_intermedia@Seq_3824
OG0001245	SGZ47905.1	Candida_intermedia@Seq_1873
OG0001246	SGZ47907.1	Candida_intermedia@Seq_2442
OG0001247	SGZ47908.1	Candida_intermedia@Seq_2844
OG0001248	SGZ47911.1	Candida_intermedia@Seq_9
OG0001249	SGZ47912.1	Candida_intermedia@Seq_3133
OG0001250	SGZ47914.1	Candida_intermedia@Seq_1420
OG0001251	SGZ47916.1	Candida_intermedia@Seq_2826
OG0001252	SGZ47918.1	Candida_intermedia@Seq_4095
OG0001253	SGZ47919.1	Candida_intermedia@Seq_863
OG0001254	SGZ47922.1	Candida_intermedia@Seq_343
OG0001255	SGZ47924.1	Candida_intermedia@Seq_4208
OG0001256	SGZ47925.1	Candida_intermedia@Seq_4810
OG0001257	SGZ47926.1	Candida_intermedia@Seq_5386
OG0001258	SGZ47929.1	Candida_intermedia@Seq_3580
OG0001259	SGZ47930.1	Candida_intermedia@Seq_4079
OG0001260	SGZ47932.1	Candida_intermedia@Seq_4894
OG0001261	SGZ47933.1	Candida_intermedia@Seq_456
OG0001262	SGZ47935.1	Candida_intermedia@Seq_3569
OG0001263	SGZ47937.1	Candida_intermedia@Seq_145
OG0001264	SGZ47938.1	Candida_intermedia@Seq_3439
OG0001265	SGZ47939.1	Candida_intermedia@Seq_2822
OG0001266	SGZ47943.1	Candida_intermedia@Seq_2980
OG0001267	SGZ47946.1	Candida_intermedia@Seq_2096
OG0001268	SGZ47947.1	Candida_intermedia@Seq_3715
OG0001269	SGZ47950.1	Candida_intermedia@Seq_3021
OG0001270	SGZ47952.1	Candida_intermedia@Seq_4724
OG0001271	SGZ47956.1	Candida_intermedia@Seq_3543
OG0001272	SGZ47958.1	Candida_intermedia@Seq_3132
OG0001273	SGZ47961.1	Candida_intermedia@Seq_4858
OG0001274	SGZ47963.1	Candida_intermedia@Seq_3369
OG0001275	SGZ47964.1	Candida_intermedia@Seq_2776
OG0001276	SGZ47966.1	Candida_intermedia@Seq_4556
OG0001277	SGZ47967.1	Candida_intermedia@Seq_762
OG0001278	SGZ47971.1	Candida_intermedia@Seq_3321
OG0001279	SGZ47972.1	Candida_intermedia@Seq_749
OG0001280	SGZ47973.1	Candida_intermedia@Seq_4768
OG0001281	SGZ47975.1	Candida_intermedia@Seq_2125
OG0001282	SGZ47976.1	Candida_intermedia@Seq_218
OG0001283	SGZ47979.1	Candida_intermedia@Seq_4666
OG0001284	SGZ47982.1	Candida_intermedia@Seq_3044
OG0001285	SGZ47986.1	Candida_intermedia@Seq_913
OG0001286	SGZ47987.1	Candida_intermedia@Seq_262
OG0001287	SGZ47989.1	Candida_intermedia@Seq_3722
OG0001288	SGZ47991.1	Candida_intermedia@Seq_3623
OG0001289	SGZ47994.1	Candida_intermedia@Seq_3100
OG0001290	SGZ47995.1	Candida_intermedia@Seq_2853
OG0001291	SGZ47996.1	Candida_intermedia@Seq_2738
OG0001292	SGZ47998.1	Candida_intermedia@Seq_4185
OG0001293	SGZ47999.1	Candida_intermedia@Seq_4452
OG0001294	SGZ48002.1	Candida_intermedia@Seq_3798
OG0001295	SGZ48003.1	Candida_intermedia@Seq_4460
OG0001296	SGZ48005.1	Candida_intermedia@Seq_3796
OG0001297	SGZ48006.1	Candida_intermedia@Seq_4347
OG0001298	SGZ48009.1	Candida_intermedia@Seq_3714
OG0001299	SGZ48015.1	Candida_intermedia@Seq_2071
OG0001300	SGZ48017.1	Candida_intermedia@Seq_1359
OG0001301	SGZ48018.1	Candida_intermedia@Seq_5408
OG0001302	SGZ48020.1	Candida_intermedia@Seq_3982
OG0001303	SGZ48022.1	Candida_intermedia@Seq_759
OG0001304	SGZ48023.1	Candida_intermedia@Seq_4355
OG0001305	SGZ48026.1	Candida_intermedia@Seq_4334
OG0001306	SGZ48028.1	Candida_intermedia@Seq_2394
OG0001307	SGZ48031.1	Candida_intermedia@Seq_5447
OG0001308	SGZ48033.1	Candida_intermedia@Seq_1761
OG0001309	SGZ48034.1	Candida_intermedia@Seq_1358
OG0001310	SGZ48036.1	Candida_intermedia@Seq_157
OG0001311	SGZ48037.1	Candida_intermedia@Seq_3394
OG0001312	SGZ48039.1	Candida_intermedia@Seq_3941
OG0001313	SGZ48040.1	Candida_intermedia@Seq_3880
OG0001314	SGZ48041.1	Candida_intermedia@Seq_4383
OG0001315	SGZ48043.1	Candida_intermedia@Seq_1390
OG0001316	SGZ48044.1	Candida_intermedia@Seq_5280
OG0001317	SGZ48046.1	Candida_intermedia@Seq_4646
OG0001318	SGZ48047.1	Candida_intermedia@Seq_1378
OG0001319	SGZ48049.1	Candida_intermedia@Seq_2203
OG0001320	SGZ48050.1	Candida_intermedia@Seq_2127
OG0001321	SGZ48052.1	Candida_intermedia@Seq_247
OG0001322	SGZ48054.1	Candida_intermedia@Seq_4372
OG0001323	SGZ48055.1	Candida_intermedia@Seq_1884
OG0001324	SGZ48058.1	Candida_intermedia@Seq_1453
OG0001325	SGZ48060.1	Candida_intermedia@Seq_775
OG0001327	SGZ48073.1	Candida_intermedia@Seq_2254
OG0001328	SGZ48079.1	Candida_intermedia@Seq_914
OG0001329	SGZ48080.1	Candida_intermedia@Seq_1091
OG0001330	SGZ48081.1	Candida_intermedia@Seq_5468
OG0001331	SGZ48082.1	Candida_intermedia@Seq_942
OG0001332	SGZ48085.1	Candida_intermedia@Seq_1642
OG0001333	SGZ48088.1	Candida_intermedia@Seq_3065
OG0001334	SGZ48089.1	Candida_intermedia@Seq_1508
OG0001335	SGZ48091.1	Candida_intermedia@Seq_2670
OG0001336	SGZ48093.1	Candida_intermedia@Seq_2685
OG0001337	SGZ48096.1	Candida_intermedia@Seq_735
OG0001338	SGZ48097.1	Candida_intermedia@Seq_223
OG0001339	SGZ48099.1	Candida_intermedia@Seq_3469
OG0001340	SGZ48102.1	Candida_intermedia@Seq_4729
OG0001341	SGZ48103.1	Candida_intermedia@Seq_2526
OG0001342	SGZ48104.1	Candida_intermedia@Seq_4959
OG0001343	SGZ48106.1	Candida_intermedia@Seq_488
OG0001344	SGZ48109.1	Candida_intermedia@Seq_1157
OG0001345	SGZ48110.1	Candida_intermedia@Seq_2500
OG0001346	SGZ48112.1	Candida_intermedia@Seq_105
OG0001347	SGZ48113.1	Candida_intermedia@Seq_2418
OG0001348	SGZ48114.1	Candida_intermedia@Seq_2100
OG0001349	SGZ48115.1	Candida_intermedia@Seq_5097
OG0001350	SGZ48117.1	Candida_intermedia@Seq_2957
OG0001351	SGZ48118.1	Candida_intermedia@Seq_301
OG0001352	SGZ48119.1	Candida_intermedia@Seq_1122
OG0001353	SGZ48787.1	Candida_intermedia@Seq_3539
OG0001354	SGZ48790.1	Candida_intermedia@Seq_2352
OG0001355	SGZ48794.1	Candida_intermedia@Seq_4950
OG0001356	SGZ48798.1	Candida_intermedia@Seq_4512
OG0001357	SGZ48800.1	Candida_intermedia@Seq_1997
OG0001358	SGZ48802.1	Candida_intermedia@Seq_1975
OG0001359	SGZ48804.1	Candida_intermedia@Seq_1343
OG0001360	SGZ48807.1	Candida_intermedia@Seq_4621
OG0001361	SGZ48809.1	Candida_intermedia@Seq_2746
OG0001362	SGZ48811.1	Candida_intermedia@Seq_787
OG0001363	SGZ48816.1	Candida_intermedia@Seq_1751
OG0001364	SGZ48818.1	Candida_intermedia@Seq_3243
OG0001365	SGZ48820.1	Candida_intermedia@Seq_201
OG0001366	SGZ48822.1	Candida_intermedia@Seq_4123
OG0001367	SGZ48824.1	Candida_intermedia@Seq_803
OG0001368	SGZ48826.1	Candida_intermedia@Seq_651
OG0001369	SGZ48831.1	Candida_intermedia@Seq_2502
OG0001370	SGZ48835.1	Candida_intermedia@Seq_1989
OG0001371	SGZ48837.1	Candida_intermedia@Seq_288
OG0001372	SGZ48839.1	Candida_intermedia@Seq_3263
OG0001373	SGZ48840.1	Candida_intermedia@Seq_1383
OG0001374	SGZ48842.1	Candida_intermedia@Seq_3209
OG0001375	SGZ48844.1	Candida_intermedia@Seq_3612
OG0001376	SGZ48846.1	Candida_intermedia@Seq_5240
OG0001377	SGZ48848.1	Candida_intermedia@Seq_142
OG0001378	SGZ48850.1	Candida_intermedia@Seq_3318
OG0001379	SGZ48852.1	Candida_intermedia@Seq_3672
OG0001380	SGZ48854.1	Candida_intermedia@Seq_4680
OG0001381	SGZ48857.1	Candida_intermedia@Seq_5341
OG0001382	SGZ48860.1	Candida_intermedia@Seq_208
OG0001383	SGZ48862.1	Candida_intermedia@Seq_2432
OG0001384	SGZ48864.1	Candida_intermedia@Seq_2849
OG0001385	SGZ48866.1	Candida_intermedia@Seq_4795
OG0001386	SGZ48868.1	Candida_intermedia@Seq_814
OG0001387	SGZ48871.1	Candida_intermedia@Seq_4468
OG0001388	SGZ48873.1	Candida_intermedia@Seq_2091
OG0001389	SGZ48875.1	Candida_intermedia@Seq_5353
OG0001390	SGZ48879.1	Candida_intermedia@Seq_1399
OG0001391	SGZ48881.1	Candida_intermedia@Seq_4819
OG0001392	SGZ48885.1	Candida_intermedia@Seq_2086
OG0001393	SGZ48887.1	Candida_intermedia@Seq_3619
OG0001394	SGZ48889.1	Candida_intermedia@Seq_4403
OG0001395	SGZ48891.1	Candida_intermedia@Seq_4494
OG0001396	SGZ48894.1	Candida_intermedia@Seq_4235
OG0001397	SGZ48895.1	Candida_intermedia@Seq_1590
OG0001398	SGZ48897.1	Candida_intermedia@Seq_4125
OG0001399	SGZ48899.1	Candida_intermedia@Seq_37
OG0001400	SGZ48901.1	Candida_intermedia@Seq_1169
OG0001401	SGZ48903.1	Candida_intermedia@Seq_2539
OG0001402	SGZ48905.1	Candida_intermedia@Seq_1406
OG0001403	SGZ48907.1	Candida_intermedia@Seq_4577
OG0001404	SGZ48911.1	Candida_intermedia@Seq_71
OG0001405	SGZ48912.1	Candida_intermedia@Seq_645
OG0001406	SGZ48914.1	Candida_intermedia@Seq_212
OG0001407	SGZ48916.1	Candida_intermedia@Seq_2804
OG0001408	SGZ48918.1	Candida_intermedia@Seq_1468
OG0001409	SGZ48920.1	Candida_intermedia@Seq_103
OG0001410	SGZ48923.1	Candida_intermedia@Seq_866
OG0001411	SGZ48925.1	Candida_intermedia@Seq_2477
OG0001412	SGZ48928.1	Candida_intermedia@Seq_1551
OG0001413	SGZ48929.1	Candida_intermedia@Seq_299
OG0001414	SGZ48931.1	Candida_intermedia@Seq_5472
OG0001415	SGZ48933.1	Candida_intermedia@Seq_5161
OG0001416	SGZ48935.1	Candida_intermedia@Seq_3433
OG0001417	SGZ48937.1	Candida_intermedia@Seq_3231
OG0001418	SGZ48939.1	Candida_intermedia@Seq_4296
OG0001419	SGZ48942.1	Candida_intermedia@Seq_5392
OG0001420	SGZ48946.1	Candida_intermedia@Seq_4386
OG0001421	SGZ48949.1	Candida_intermedia@Seq_3356
OG0001422	SGZ48951.1	Candida_intermedia@Seq_973
OG0001423	SGZ48953.1	Candida_intermedia@Seq_2079
OG0001424	SGZ48957.1	Candida_intermedia@Seq_5025
OG0001425	SGZ48960.1	Candida_intermedia@Seq_572
OG0001426	SGZ48962.1	Candida_intermedia@Seq_3896
OG0001427	SGZ48964.1	Candida_intermedia@Seq_1528
OG0001428	SGZ48966.1	Candida_intermedia@Seq_3659
OG0001429	SGZ48968.1	Candida_intermedia@Seq_3307
OG0001430	SGZ48970.1	Candida_intermedia@Seq_3110
OG0001431	SGZ48972.1	Candida_intermedia@Seq_4029
OG0001432	SGZ48973.1	Candida_intermedia@Seq_399
OG0001433	SGZ48976.1	Candida_intermedia@Seq_1908
OG0001434	SGZ48978.1	Candida_intermedia@Seq_3175
OG0001435	SGZ48980.1	Candida_intermedia@Seq_383
OG0001436	SGZ48982.1	Candida_intermedia@Seq_297
OG0001437	SGZ48986.1	Candida_intermedia@Seq_3950
OG0001438	SGZ48988.1	Candida_intermedia@Seq_1680
OG0001439	SGZ48990.1	Candida_intermedia@Seq_156
OG0001440	SGZ48995.1	Candida_intermedia@Seq_3328
OG0001441	SGZ48997.1	Candida_intermedia@Seq_4550
OG0001442	SGZ48999.1	Candida_intermedia@Seq_3414
OG0001443	SGZ49001.1	Candida_intermedia@Seq_2733
OG0001444	SGZ49003.1	Candida_intermedia@Seq_3325
OG0001445	SGZ49007.1	Candida_intermedia@Seq_5490
OG0001446	SGZ49009.1	Candida_intermedia@Seq_3755
OG0001447	SGZ49011.1	Candida_intermedia@Seq_1620
OG0001448	SGZ49014.1	Candida_intermedia@Seq_1225
OG0001449	SGZ49016.1	Candida_intermedia@Seq_4639
OG0001450	SGZ49018.1	Candida_intermedia@Seq_2323
OG0001451	SGZ49022.1	Candida_intermedia@Seq_2280
OG0001452	SGZ49024.1	Candida_intermedia@Seq_5438
OG0001453	SGZ49027.1	Candida_intermedia@Seq_1815
OG0001454	SGZ49029.1	Candida_intermedia@Seq_2519
OG0001455	SGZ49032.1	Candida_intermedia@Seq_5136
OG0001456	SGZ49034.1	Candida_intermedia@Seq_2061
OG0001457	SGZ49037.1	Candida_intermedia@Seq_2644
OG0001458	SGZ49039.1	Candida_intermedia@Seq_3059
OG0001459	SGZ49041.1	Candida_intermedia@Seq_2778
OG0001460	SGZ49044.1	Candida_intermedia@Seq_587
OG0001461	SGZ49046.1	Candida_intermedia@Seq_493
OG0001462	SGZ49047.1	Candida_intermedia@Seq_4481
OG0001463	SGZ49049.1	Candida_intermedia@Seq_4755
OG0001464	SGZ49052.1	Candida_intermedia@Seq_3862
OG0001465	SGZ49053.1	Candida_intermedia@Seq_3918
OG0001466	SGZ49057.1	Candida_intermedia@Seq_1726
OG0001467	SGZ49062.1	Candida_intermedia@Seq_3667
OG0001468	SGZ49064.1	Candida_intermedia@Seq_2548
OG0001469	SGZ49065.1	Candida_intermedia@Seq_5246
OG0001470	SGZ49069.1	Candida_intermedia@Seq_2408
OG0001471	SGZ49071.1	Candida_intermedia@Seq_159
OG0001472	SGZ49073.1	Candida_intermedia@Seq_1440
OG0001473	SGZ49075.1	Candida_intermedia@Seq_5273
OG0001474	SGZ49078.1	Candida_intermedia@Seq_1283
OG0001475	SGZ49080.1	Candida_intermedia@Seq_438
OG0001476	SGZ49081.1	Candida_intermedia@Seq_3343
OG0001477	SGZ49084.1	Candida_intermedia@Seq_5027
OG0001478	SGZ49086.1	Candida_intermedia@Seq_1546
OG0001479	SGZ49088.1	Candida_intermedia@Seq_3720
OG0001480	SGZ49091.1	Candida_intermedia@Seq_5168
OG0001481	SGZ49093.1	Candida_intermedia@Seq_1271
OG0001482	SGZ49095.1	Candida_intermedia@Seq_2647
OG0001483	SGZ49097.1	Candida_intermedia@Seq_2618
OG0001484	SGZ49100.1	Candida_intermedia@Seq_1643
OG0001485	SGZ49103.1	Candida_intermedia@Seq_2351
OG0001486	SGZ49105.1	Candida_intermedia@Seq_887
OG0001487	SGZ49107.1	Candida_intermedia@Seq_3635
OG0001488	SGZ49110.1	Candida_intermedia@Seq_3841
OG0001489	SGZ49112.1	Candida_intermedia@Seq_4256
OG0001490	SGZ49113.1	Candida_intermedia@Seq_1474
OG0001491	SGZ49122.1	Candida_intermedia@Seq_2511
OG0001492	SGZ49124.1	Candida_intermedia@Seq_2184
OG0001493	SGZ49126.1	Candida_intermedia@Seq_5115
OG0001494	SGZ49128.1	Candida_intermedia@Seq_3146
OG0001495	SGZ49130.1	Candida_intermedia@Seq_953
OG0001496	SGZ49136.1	Candida_intermedia@Seq_4813
OG0001497	SGZ49138.1	Candida_intermedia@Seq_3807
OG0001498	SGZ49141.1	Candida_intermedia@Seq_422
OG0001499	SGZ49146.1	Candida_intermedia@Seq_1684
OG0001500	SGZ49148.1	Candida_intermedia@Seq_1829
OG0001501	SGZ49150.1	Candida_intermedia@Seq_441
OG0001502	SGZ49154.1	Candida_intermedia@Seq_915
OG0001503	SGZ49157.1	Candida_intermedia@Seq_2114
OG0001504	SGZ49159.1	Candida_intermedia@Seq_2797
OG0001505	SGZ49163.1	Candida_intermedia@Seq_5319
OG0001506	SGZ49165.1	Candida_intermedia@Seq_3731
OG0001507	SGZ49167.1	Candida_intermedia@Seq_2767
OG0001508	SGZ49170.1	Candida_intermedia@Seq_2593
OG0001509	SGZ49172.1	Candida_intermedia@Seq_380
OG0001510	SGZ49175.1	Candida_intermedia@Seq_397
OG0001511	SGZ49178.1	Candida_intermedia@Seq_5500
OG0001512	SGZ49181.1	Candida_intermedia@Seq_1170
OG0001513	SGZ49184.1	Candida_intermedia@Seq_5348
OG0001514	SGZ49186.1	Candida_intermedia@Seq_1782
OG0001515	SGZ49189.1	Candida_intermedia@Seq_1207
OG0001516	SGZ49192.1	Candida_intermedia@Seq_4428
OG0001517	SGZ49194.1	Candida_intermedia@Seq_471
OG0001518	SGZ49196.1	Candida_intermedia@Seq_796
OG0001519	SGZ49198.1	Candida_intermedia@Seq_363
OG0001520	SGZ49200.1	Candida_intermedia@Seq_1885
OG0001521	SGZ49202.1	Candida_intermedia@Seq_1119
OG0001522	SGZ49204.1	Candida_intermedia@Seq_3774
OG0001523	SGZ49206.1	Candida_intermedia@Seq_3998
OG0001524	SGZ49209.1	Candida_intermedia@Seq_1006
OG0001525	SGZ49216.1	Candida_intermedia@Seq_1053
OG0001526	SGZ49221.1	Candida_intermedia@Seq_2446
OG0001527	SGZ49225.1	Candida_intermedia@Seq_4739
OG0001528	SGZ49229.1	Candida_intermedia@Seq_1961
OG0001529	SGZ49233.1	Candida_intermedia@Seq_1014
OG0001530	SGZ49235.1	Candida_intermedia@Seq_3315
OG0001531	SGZ49237.1	Candida_intermedia@Seq_90
OG0001532	SGZ49240.1	Candida_intermedia@Seq_3096
OG0001533	SGZ49242.1	Candida_intermedia@Seq_5356
OG0001534	SGZ49244.1	Candida_intermedia@Seq_4822
OG0001535	SGZ49247.1	Candida_intermedia@Seq_11
OG0001536	SGZ49249.1	Candida_intermedia@Seq_5221
OG0001537	SGZ49251.1	Candida_intermedia@Seq_1256
OG0001538	SGZ49253.1	Candida_intermedia@Seq_678
OG0001539	SGZ49258.1	Candida_intermedia@Seq_414
OG0001540	SGZ49260.1	Candida_intermedia@Seq_2289
OG0001541	SGZ49264.1	Candida_intermedia@Seq_4374
OG0001542	SGZ49266.1	Candida_intermedia@Seq_4840
OG0001543	SGZ49268.1	Candida_intermedia@Seq_4624
OG0001544	SGZ49270.1	Candida_intermedia@Seq_3108
OG0001545	SGZ49273.1	Candida_intermedia@Seq_495
OG0001546	SGZ49275.1	Candida_intermedia@Seq_4546
OG0001547	SGZ49279.1	Candida_intermedia@Seq_4527
OG0001548	SGZ49281.1	Candida_intermedia@Seq_926
OG0001549	SGZ49287.1	Candida_intermedia@Seq_3159
OG0001550	SGZ49291.1	Candida_intermedia@Seq_4990
OG0001551	SGZ49294.1	Candida_intermedia@Seq_2886
OG0001552	SGZ49296.1	Candida_intermedia@Seq_3508
OG0001553	SGZ49303.1	Candida_intermedia@Seq_5365
OG0001554	SGZ49305.1	Candida_intermedia@Seq_36
OG0001555	SGZ49307.1	Candida_intermedia@Seq_4545
OG0001556	SGZ49308.1	Candida_intermedia@Seq_5351
OG0001557	SGZ49311.1	Candida_intermedia@Seq_2782
OG0001558	SGZ49313.1	Candida_intermedia@Seq_1285
OG0001559	SGZ49315.1	Candida_intermedia@Seq_2318
OG0001560	SGZ49317.1	Candida_intermedia@Seq_4175
OG0001561	SGZ49319.1	Candida_intermedia@Seq_5034
OG0001562	SGZ49322.1	Candida_intermedia@Seq_1608
OG0001563	SGZ49324.1	Candida_intermedia@Seq_535
OG0001564	SGZ49328.1	Candida_intermedia@Seq_171
OG0001565	SGZ49330.1	Candida_intermedia@Seq_2467
OG0001566	SGZ49338.1	Candida_intermedia@Seq_2777
OG0001567	SGZ49341.1	Candida_intermedia@Seq_1213
OG0001568	SGZ49343.1	Candida_intermedia@Seq_817
OG0001569	SGZ49346.1	Candida_intermedia@Seq_4094
OG0001570	SGZ49348.1	Candida_intermedia@Seq_4136
OG0001571	SGZ49350.1	Candida_intermedia@Seq_5072
OG0001572	SGZ49353.1	Candida_intermedia@Seq_2494
OG0001573	SGZ49355.1	Candida_intermedia@Seq_323
OG0001574	SGZ49357.1	Candida_intermedia@Seq_3462
OG0001575	SGZ49359.1	Candida_intermedia@Seq_3510
OG0001576	SGZ49361.1	Candida_intermedia@Seq_3670
OG0001577	SGZ49363.1	Candida_intermedia@Seq_703
OG0001578	SGZ49365.1	Candida_intermedia@Seq_502
OG0001579	SGZ49367.1	Candida_intermedia@Seq_1842
OG0001580	SGZ49369.1	Candida_intermedia@Seq_4815
OG0001581	SGZ49371.1	Candida_intermedia@Seq_4539
OG0001582	SGZ49378.1	Candida_intermedia@Seq_4663
OG0001583	SGZ49380.1	Candida_intermedia@Seq_2823
OG0001584	SGZ49383.1	Candida_intermedia@Seq_562
OG0001585	SGZ49385.1	Candida_intermedia@Seq_751
OG0001586	SGZ49388.1	Candida_intermedia@Seq_991
OG0001587	SGZ49390.1	Candida_intermedia@Seq_671
OG0001588	SGZ49392.1	Candida_intermedia@Seq_2645
OG0001589	SGZ49397.1	Candida_intermedia@Seq_2230
OG0001590	SGZ49399.1	Candida_intermedia@Seq_2973
OG0001591	SGZ49401.1	Candida_intermedia@Seq_2279
OG0001592	SGZ49403.1	Candida_intermedia@Seq_3413
OG0001593	SGZ49406.1	Candida_intermedia@Seq_5230
OG0001594	SGZ49408.1	Candida_intermedia@Seq_3552
OG0001595	SGZ49412.1	Candida_intermedia@Seq_4891
OG0001596	SGZ49414.1	Candida_intermedia@Seq_2423
OG0001597	SGZ49416.1	Candida_intermedia@Seq_1657
OG0001598	SGZ49417.1	Candida_intermedia@Seq_406
OG0001599	SGZ49419.1	Candida_intermedia@Seq_2422
OG0001600	SGZ49422.1	Candida_intermedia@Seq_4366
OG0001601	SGZ49424.1	Candida_intermedia@Seq_276
OG0001602	SGZ49427.1	Candida_intermedia@Seq_3845
OG0001603	SGZ49429.1	Candida_intermedia@Seq_162
OG0001604	SGZ49431.1	Candida_intermedia@Seq_907
OG0001605	SGZ49434.1	Candida_intermedia@Seq_4735
OG0001606	SGZ49437.1	Candida_intermedia@Seq_4945
OG0001607	SGZ49439.1	Candida_intermedia@Seq_3139
OG0001608	SGZ49442.1	Candida_intermedia@Seq_1914
OG0001609	SGZ49444.1	Candida_intermedia@Seq_3076
OG0001610	SGZ49446.1	Candida_intermedia@Seq_1662
OG0001611	SGZ49450.1	Candida_intermedia@Seq_1835
OG0001612	SGZ49452.1	Candida_intermedia@Seq_2180
OG0001613	SGZ49454.1	Candida_intermedia@Seq_1466
OG0001614	SGZ49456.1	Candida_intermedia@Seq_2747
OG0001615	SGZ49459.1	Candida_intermedia@Seq_4633
OG0001616	SGZ49461.1	Candida_intermedia@Seq_3872
OG0001617	SGZ49463.1	Candida_intermedia@Seq_5442
OG0001618	SGZ49467.1	Candida_intermedia@Seq_834
OG0001619	SGZ49469.1	Candida_intermedia@Seq_1017
OG0001620	SGZ49471.1	Candida_intermedia@Seq_2687
OG0001621	SGZ49473.1	Candida_intermedia@Seq_5124
OG0001622	SGZ49475.1	Candida_intermedia@Seq_153
OG0001623	SGZ49482.1	Candida_intermedia@Seq_5282
OG0001624	SGZ49486.1	Candida_intermedia@Seq_614
OG0001625	SGZ49488.1	Candida_intermedia@Seq_2643
OG0001626	SGZ49492.1	Candida_intermedia@Seq_658
OG0001627	SGZ49495.1	Candida_intermedia@Seq_4279
OG0001628	SGZ49497.1	Candida_intermedia@Seq_3370
OG0001629	SGZ49499.1	Candida_intermedia@Seq_2003
OG0001630	SGZ49501.1	Candida_intermedia@Seq_4999
OG0001631	SGZ49503.1	Candida_intermedia@Seq_2491
OG0001632	SGZ49505.1	Candida_intermedia@Seq_2134
OG0001633	SGZ49508.1	Candida_intermedia@Seq_1163
OG0001634	SGZ49510.1	Candida_intermedia@Seq_3060
OG0001635	SGZ49513.1	Candida_intermedia@Seq_1028
OG0001636	SGZ49515.1	Candida_intermedia@Seq_4964
OG0001637	SGZ49517.1	Candida_intermedia@Seq_3831
OG0001638	SGZ49521.1	Candida_intermedia@Seq_1127
OG0001639	SGZ49523.1	Candida_intermedia@Seq_499
OG0001640	SGZ49526.1	Candida_intermedia@Seq_1320
OG0001641	SGZ49529.1	Candida_intermedia@Seq_2710
OG0001642	SGZ49531.1	Candida_intermedia@Seq_4743
OG0001643	SGZ49533.1	Candida_intermedia@Seq_1769
OG0001644	SGZ49535.1	Candida_intermedia@Seq_3554
OG0001645	SGZ49538.1	Candida_intermedia@Seq_4020
OG0001646	SGZ49540.1	Candida_intermedia@Seq_4338
OG0001647	SGZ49542.1	Candida_intermedia@Seq_2396
OG0001648	SGZ49544.1	Candida_intermedia@Seq_3062
OG0001649	SGZ49546.1	Candida_intermedia@Seq_2943
OG0001650	SGZ49548.1	Candida_intermedia@Seq_2650
OG0001651	SGZ49550.1	Candida_intermedia@Seq_5399
OG0001652	SGZ49553.1	Candida_intermedia@Seq_4026
OG0001653	SGZ49555.1	Candida_intermedia@Seq_1415
OG0001654	SGZ49557.1	Candida_intermedia@Seq_5048
OG0001655	SGZ49559.1	Candida_intermedia@Seq_3799
OG0001656	SGZ49561.1	Candida_intermedia@Seq_447
OG0001657	SGZ49563.1	Candida_intermedia@Seq_3846
OG0001658	SGZ49565.1	Candida_intermedia@Seq_1115
OG0001659	SGZ49569.1	Candida_intermedia@Seq_971
OG0001660	SGZ49572.1	Candida_intermedia@Seq_2361
OG0001661	SGZ49574.1	Candida_intermedia@Seq_128
OG0001662	SGZ49579.1	Candida_intermedia@Seq_3587
OG0001663	SGZ49582.1	Candida_intermedia@Seq_3897
OG0001664	SGZ49584.1	Candida_intermedia@Seq_280
OG0001665	SGZ49586.1	Candida_intermedia@Seq_5229
OG0001666	SGZ49589.1	Candida_intermedia@Seq_2693
OG0001667	SGZ49591.1	Candida_intermedia@Seq_2066
OG0001668	SGZ49602.1	Candida_intermedia@Seq_4440
OG0001669	SGZ49604.1	Candida_intermedia@Seq_3460
OG0001670	SGZ49611.1	Candida_intermedia@Seq_1007
OG0001671	SGZ49616.1	Candida_intermedia@Seq_5181
OG0001672	SGZ49618.1	Candida_intermedia@Seq_3200
OG0001673	SGZ49624.1	Candida_intermedia@Seq_2828
OG0001674	SGZ49626.1	Candida_intermedia@Seq_4261
OG0001675	SGZ49629.1	Candida_intermedia@Seq_5215
OG0001676	SGZ49633.1	Candida_intermedia@Seq_4818
OG0001677	SGZ49636.1	Candida_intermedia@Seq_1356
OG0001678	SGZ49638.1	Candida_intermedia@Seq_4961
OG0001679	SGZ49640.1	Candida_intermedia@Seq_182
OG0001680	SGZ49642.1	Candida_intermedia@Seq_4327
OG0001681	SGZ49644.1	Candida_intermedia@Seq_1695
OG0001682	SGZ49646.1	Candida_intermedia@Seq_93
