REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_0773	glycogen	cytoplasm	0.28386	0.38826	4	6.4779	2.8765	Seq_2541,Seq_819,Seq_952,Seq_188
s_1420	S-adenosylmethioninamine	cytoplasm	0.28325	0.38849	3	6.6392	1.0164	Seq_1266,Seq_944,Seq_2877
s_4017	N-Acetyl-D-glucosamine	cytoplasm	0.27864	0.39026	5	6.3925	7.8813	Seq_5124,Seq_927,Seq_2508,Seq_1063,Seq_1743
s_0757	Gly-tRNA(Gly)	cytoplasm	0.2755	0.39146	1	7.2928	0	Seq_4598
s_1593	tRNA(Gly)	cytoplasm	0.2755	0.39146	1	7.2928	0	Seq_4598
s_1205	NADH	mitochondrion	0.27238	0.39266	35	5.9117	5.9991	Seq_3000,Seq_5046,Seq_3016,Seq_899,Seq_518,Seq_3997,Seq_5119,Seq_370,Seq_625,Seq_1802,Seq_2734,Seq_4922,Seq_5483,Seq_2067,Seq_4455,Seq_4799,Seq_1271,Seq_1427,Seq_1684,Seq_1869,Seq_80,Seq_4208,Seq_5200,Seq_4432,Seq_5180,Seq_3915,Seq_3351,Seq_1719,Seq_4582,Seq_3089,Seq_165,Seq_4855,Seq_5413,Seq_3266,Seq_5277
s_1522	trehalose	vacuole	0.26757	0.39452	2	6.7803	0.57472	Seq_5306,Seq_2192
s_2775	3-hydroxybutanoyl-ACP	mitochondrion	0.26167	0.39679	1	7.2086	0	Seq_589
s_2776	3-hydroxyhexanoyl-ACP	mitochondrion	0.26167	0.39679	1	7.2086	0	Seq_589
s_2777	3-hydroxyoctanoyl-ACP	mitochondrion	0.26167	0.39679	1	7.2086	0	Seq_589
s_3117	myo-inositol	endoplasmic reticulum membrane	0.25973	0.39754	1	7.1968	0	Seq_5358
s_0978	L-aspartate 4-semialdehyde	cytoplasm	0.25964	0.39757	2	6.7461	2.0945	Seq_3667,Seq_3087
s_0715	FMN	extracellular	0.25752	0.39839	1	7.1833	0	Seq_260
s_1476	TDP	extracellular	0.25752	0.39839	1	7.1833	0	Seq_260
s_1498	TMP	extracellular	0.25752	0.39839	1	7.1833	0	Seq_260
s_1616	TRX1	cytoplasm	0.25579	0.39906	8	6.1795	5.9923	Seq_528,Seq_916,Seq_5138,Seq_136,Seq_893,Seq_1622,Seq_1139,Seq_3645
s_1620	TRX1 disulphide	cytoplasm	0.25579	0.39906	8	6.1795	5.9923	Seq_528,Seq_916,Seq_5138,Seq_136,Seq_893,Seq_1622,Seq_1139,Seq_3645
s_0009	(2R,3S)-3-isopropylmalate	cytoplasm	0.25181	0.40059	2	6.7125	8.8089	Seq_4802,Seq_4343
s_2928	trans-3,cis-5-dodecadienoyl-CoA	peroxisome	0.24872	0.40179	1	7.1298	0	Seq_5441
s_2930	trans-3,cis-5-tetradecadienoyl-CoA	peroxisome	0.24872	0.40179	1	7.1298	0	Seq_5441
s_0993	L-glutamate	mitochondrion	0.24862	0.40183	10	6.1223	5.5106	Seq_1802,Seq_584,Seq_4641,Seq_985,Seq_3825,Seq_3436,Seq_854,Seq_1772,Seq_4666,Seq_3038
s_1437	sodium	cytoplasm	0.24599	0.40285	5	6.3035	7.9973	Seq_5072,Seq_1277,Seq_5444,Seq_1297,Seq_4526
s_1151	methylglyoxal	cytoplasm	0.23511	0.40706	9	6.102	5.6544	Seq_2193,Seq_1310,Seq_3982,Seq_5258,Seq_270,Seq_226,Seq_3482,Seq_4254,Seq_5269
s_0122	14-demethyllanosterol	cytoplasm	0.22446	0.4112	3	6.4324	2.5316	Seq_3176,Seq_3243,Seq_3256
s_0649	dTMP	cytoplasm	0.22053	0.41273	5	6.2342	8.0661	Seq_3210,Seq_5290,Seq_3389,Seq_573,Seq_1067
s_1427	sedoheptulose 7-phosphate	cytoplasm	0.20942	0.41706	6	6.1486	6.8926	Seq_953,Seq_1807,Seq_1778,Seq_772,Seq_4796,Seq_4965
s_0140	2,3-bisphospho-D-glyceric acid	cytoplasm	0.20753	0.4178	1	6.8791	0	Seq_4962
s_1491	Thr-tRNA(Thr)	cytoplasm	0.19807	0.4215	1	6.8214	0	Seq_2700
s_1608	tRNA(Thr)	cytoplasm	0.19807	0.4215	1	6.8214	0	Seq_2700
s_0301	5'-phosphoribosyl-N-formylglycineamide	cytoplasm	0.19644	0.42213	2	6.4743	4.8653	Seq_1029,Seq_4680
s_3814	2-deoxy-D-glucose 6-phosphate	cytoplasm	0.1922	0.42379	2	6.456	8.2472	Seq_538,Seq_4348
s_3815	2-deoxy-D-glucose	cytoplasm	0.1922	0.42379	2	6.456	8.2472	Seq_538,Seq_4348
s_4048	glycerol 1-phosphate	cytoplasm	0.1922	0.42379	2	6.456	8.2472	Seq_538,Seq_4348
s_1428	Ser-tRNA(Ser)	cytoplasm	0.19133	0.42413	1	6.7804	0	Seq_2218
s_1607	tRNA(Ser)	cytoplasm	0.19133	0.42413	1	6.7804	0	Seq_2218
s_0337	6-O-{2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol	endoplasmic reticulum	0.17779	0.42945	1	6.698	0	Seq_3375
s_1314	Phe-tRNA(Phe)	cytoplasm	0.17703	0.42974	2	6.3908	1.5196	Seq_4978,Seq_1946
s_1604	tRNA(Phe)	cytoplasm	0.17703	0.42974	2	6.3908	1.5196	Seq_4978,Seq_1946
s_2763	kynurenic acid	cytoplasm	0.1717	0.43184	1	6.6609	0	Seq_650
s_1023	L-leucine	mitochondrion	0.17097	0.43212	2	6.3647	1.9845	Seq_584,Seq_2678
s_0117	1-pyrroline-3-hydroxy-5-carboxylic acid	mitochondrion	0.16994	0.43253	1	6.6502	0	Seq_1802
s_0954	L-4-hydroxyglutamic semialdehyde	mitochondrion	0.16994	0.43253	1	6.6502	0	Seq_1802
s_4190	trans-2,cis-9-octadecadienoyl-CoA	cytoplasm	0.16927	0.43279	2	6.3574	5.723	Seq_945,Seq_2834
s_4191	(9Z,12Z)-octadecadienoate	cytoplasm	0.16927	0.43279	2	6.3574	5.723	Seq_945,Seq_2834
s_0325	5-phospho-ribosyl-glycineamide	cytoplasm	0.16756	0.43346	2	6.35	4.6896	Seq_1029,Seq_4104
s_0946	itaconate	mitochondrion	0.16621	0.434	2	6.3442	1.1813	Seq_812,Seq_2459
s_0949	itaconyl-CoA	mitochondrion	0.16621	0.434	2	6.3442	1.1813	Seq_812,Seq_2459
s_1527	Trp-tRNA(Trp)	cytoplasm	0.15961	0.43659	1	6.5874	0	Seq_1683
s_1610	tRNA(Trp)	cytoplasm	0.15961	0.43659	1	6.5874	0	Seq_1683
s_0259	3-phospho-serine	cytoplasm	0.15935	0.4367	2	6.3147	1.8628	Seq_5126,Seq_2669
s_1375	precorrin-2	cytoplasm	0.15875	0.43693	2	6.3121	10.9854	Seq_1403,Seq_2443
s_0429	Arg-tRNA(Arg)	mitochondrion	0.15307	0.43917	1	6.5475	0	Seq_2307
s_1584	tRNA(Arg)	mitochondrion	0.15307	0.43917	1	6.5475	0	Seq_2307
s_0467	CDP	cytoplasm	0.15243	0.43942	8	5.9566	5.7269	Seq_894,Seq_916,Seq_893,Seq_2406,Seq_3420,Seq_530,Seq_891,Seq_3645
s_4275	galactitol	cytoplasm	0.15166	0.43973	4	6.0729	17.9399	Seq_2552,xyl1,xyl1_2,xyl1_3
s_1200	NAD	mitochondrion	0.15157	0.43976	36	5.7867	5.9601	Seq_3000,Seq_5046,Seq_3016,Seq_899,Seq_518,Seq_3997,Seq_5119,Seq_370,Seq_625,Seq_1802,Seq_5016,Seq_2734,Seq_4922,Seq_5483,Seq_2067,Seq_4455,Seq_4799,Seq_1271,Seq_1427,Seq_1684,Seq_1869,Seq_80,Seq_4208,Seq_5200,Seq_4432,Seq_5180,Seq_3915,Seq_3351,Seq_1719,Seq_4582,Seq_3089,Seq_165,Seq_4855,Seq_5413,Seq_3266,Seq_5277
s_0446	bicarbonate	extracellular	0.14718	0.4415	1	6.5116	0	Seq_4803
s_0448	bicarbonate	nucleus	0.14718	0.4415	1	6.5116	0	Seq_4803
s_4009	hydrogen cyanide	mitochondrion	0.14504	0.44234	2	6.2531	1.6463	Seq_510,Seq_5066
s_4010	thiosulfate	mitochondrion	0.14504	0.44234	2	6.2531	1.6463	Seq_510,Seq_5066
s_4011	sulphite	mitochondrion	0.14504	0.44234	2	6.2531	1.6463	Seq_510,Seq_5066
s_4012	thiocyanate	mitochondrion	0.14504	0.44234	2	6.2531	1.6463	Seq_510,Seq_5066
s_0441	beta-alanine	cytoplasm	0.14464	0.4425	9	5.9182	6.1269	Seq_3452,Seq_782,Seq_3263,Seq_5250,Seq_3632,Seq_1967,Seq_2433,Seq_4474,Seq_980
s_0210	3-dehydroquinate	cytoplasm	0.14398	0.44276	2	6.2486	1.8766	Seq_1129,Seq_1235
s_0689	FADH2	cytoplasm	0.13255	0.44727	5	5.9945	4.2482	Seq_457,Seq_165,Seq_5071,Seq_572,Seq_5277
s_0086	1-C-(indol-3-yl)glycerol 3-phosphate	cytoplasm	0.12981	0.44836	2	6.1876	1.2025	Seq_571,Seq_5389
s_0986	L-gamma-glutamyl phosphate	cytoplasm	0.12013	0.45219	2	6.146	0.47158	Seq_1948,Seq_3045
s_0819	hexacosanoyl-CoA	peroxisome	0.12002	0.45224	4	5.976	4.963	Seq_73,Seq_200,Seq_3237,Seq_2351
s_1467	sulphate	cytoplasm	0.11798	0.45304	6	5.921	6.3338	Seq_4622,Seq_2436,Seq_1602,Seq_1553,Seq_4407,Seq_1779
s_3296	phosphatidylcholine (1-16:0, 2-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3297	1-acylglycerophosphocholine (16:0)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3298	phosphatidylcholine (1-16:1, 2-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3299	1-acylglycerophosphocholine (16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3300	phosphatidylcholine (1-18:0, 2-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3301	1-acylglycerophosphocholine (18:0)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3302	phosphatidylcholine (1-18:1, 2-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3303	1-acylglycerophosphocholine (18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3304	phosphatidylcholine (1-16:0, 2-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3305	phosphatidylcholine (1-16:1, 2-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3306	phosphatidylcholine (1-18:0, 2-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3307	phosphatidylcholine (1-18:1, 2-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3308	cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3309	cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3310	cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3311	cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3312	cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3313	cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3314	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3315	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3316	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3317	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3318	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_3319	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.10694	0.45742	1	6.2667	0	Seq_5514
s_0297	4beta-methylzymosterol-4alpha-carboxylic acid	cytoplasm	0.09396	0.46257	3	5.9732	3.242	Seq_3898,Seq_3176,Seq_3256
s_1578	zymosterol intermediate 1c	cytoplasm	0.09396	0.46257	3	5.9732	3.242	Seq_3898,Seq_3176,Seq_3256
s_4515	vanillate	cytoplasm	0.084562	0.4663	1	6.1305	0	Seq_4258
s_4516	4-hydroxy 3-methoxybenzaldehyde	cytoplasm	0.084562	0.4663	1	6.1305	0	Seq_4258
s_1018	L-isoleucine	mitochondrion	0.084269	0.46642	2	5.9917	2.5121	Seq_584,Seq_2810
s_1241	O-succinyl-L-homoserine	cytoplasm	0.075833	0.46978	2	5.9554	3.028	Seq_878,Seq_2985
s_0403	AICAR	cytoplasm	0.075112	0.47006	3	5.9069	4.4396	Seq_525,Seq_5428,Seq_1054
s_0856	inosine	cytoplasm	0.074338	0.47037	3	5.9041	11.6033	Seq_3604,Seq_950,Seq_908
s_1396	pyridoxine	cytoplasm	0.067752	0.47299	4	5.8158	6.6035	Seq_1544,Seq_3717,Seq_1825,Seq_5045
s_0331	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	endoplasmic reticulum	0.065762	0.47378	1	6.016	0	Seq_5334
s_0363	acetate	endoplasmic reticulum	0.065762	0.47378	1	6.016	0	Seq_5334
s_4632	D-erythrulose	cytoplasm	0.055558	0.47785	2	5.8682	2.9703	Seq_3725,Seq_2923
s_0077	1-(5-phospho-D-ribosyl)-5-[(5-phospho-D-ribosylamino)methylideneamino]imidazole-4-carboxamide	cytoplasm	0.052641	0.47901	2	5.8556	3.177	Seq_801,Seq_1789
s_3216	CDP-ethanolamine	endoplasmic reticulum membrane	0.048264	0.48075	1	5.9095	0	Seq_936
s_3217	CDP-choline	endoplasmic reticulum membrane	0.048264	0.48075	1	5.9095	0	Seq_936
s_1014	L-homoserine	cytoplasm	0.044047	0.48243	3	5.7976	2.3257	Seq_2975,Seq_3087,Seq_5525
s_0296	4alpha-methylzymosterol	cytoplasm	0.03884	0.48451	3	5.7792	3.5529	Seq_3176,Seq_3959,Seq_3256
s_0432	Asp-tRNA(Asp)	cytoplasm	0.022226	0.49113	1	5.751	0	Seq_4224
s_1587	tRNA(Asp)	cytoplasm	0.022226	0.49113	1	5.751	0	Seq_4224
s_0418	aminoacetone	cytoplasm	0.013387	0.49466	2	5.6867	1.5601	Seq_270,Seq_226
s_4215	3,4-dihydroxyphenylacetaldehyde	cytoplasm	0.013387	0.49466	2	5.6867	1.5601	Seq_270,Seq_226
s_4449	phenylethylamine	cytoplasm	0.013387	0.49466	2	5.6867	1.5601	Seq_270,Seq_226
s_4457	tyramine	cytoplasm	0.013387	0.49466	2	5.6867	1.5601	Seq_270,Seq_226
s_4470	methylamine	cytoplasm	0.013387	0.49466	2	5.6867	1.5601	Seq_270,Seq_226
s_4507	(4-hydroxyphenyl)acetaldehyde	cytoplasm	0.013387	0.49466	2	5.6867	1.5601	Seq_270,Seq_226
s_0839	hydrogen peroxide	nucleus	0.0053691	0.49786	2	5.6522	1.6993	Seq_5138,Seq_3886
s_0204	3-(4-hydroxyphenyl)pyruvate	cytoplasm	0.0046278	0.49815	4	5.6225	6.4166	Seq_1354,Seq_4947,Seq_3641,Seq_1308
s_0023	(R)-carnitine	mitochondrion	0.0033726	0.49865	2	5.6437	2.3331	Seq_2858,Seq_4174
s_1236	O-acetylcarnitine	mitochondrion	0.0033726	0.49865	2	5.6437	2.3331	Seq_2858,Seq_4174
s_1234	O-acetyl-L-serine	cytoplasm	0.0029957	0.4988	4	5.6175	5.1241	Seq_3670,Seq_4792,Seq_1536,Seq_642
s_0975	L-aspartate	mitochondrion	0.0014762	0.49941	3	5.6478	6.4882	Seq_985,Seq_3619,Seq_4666
s_1206	NADH	peroxisome	0.0010811	0.49957	2	5.6338	5.9192	Seq_1274,Seq_5003
s_0119	1-pyrroline-5-carboxylate	mitochondrion	-0.0052	0.50207	2	5.6068	1.4756	Seq_1802,Seq_5314
s_1011	L-histidinol phosphate	cytoplasm	-0.0094552	0.50377	2	5.5885	0.15679	Seq_1633,Seq_535
s_1461	succinic semialdehyde	cytoplasm	-0.017036	0.5068	6	5.5849	7.5315	Seq_3659,Seq_3452,Seq_4029,Seq_4154,Seq_3632,Seq_5218
s_0326	5-phosphoribosyl-ATP	cytoplasm	-0.018288	0.5073	2	5.5505	3.6085	Seq_801,Seq_2064
s_0654	dUMP	cytoplasm	-0.022631	0.50903	6	5.571	7.3703	Seq_3622,Seq_2406,Seq_5290,Seq_3389,Seq_573,Seq_1067
s_0179	2-oxobutanoate	mitochondrion	-0.023764	0.50948	3	5.5589	1.9107	Seq_4944,Seq_5343,Seq_5498
s_4502	urate	cytoplasm	-0.036931	0.51473	1	5.3909	0	Seq_53
s_2817	oxygen	endoplasmic reticulum membrane	-0.038885	0.51551	1	5.379	0	Seq_3807
s_2818	NADH	endoplasmic reticulum membrane	-0.038885	0.51551	1	5.379	0	Seq_3807
s_2820	NAD	endoplasmic reticulum membrane	-0.038885	0.51551	1	5.379	0	Seq_3807
s_0774	glycogen	vacuole	-0.039247	0.51565	1	5.3768	0	Seq_3786
s_1470	sulphite	extracellular	-0.042278	0.51686	1	5.3583	0	Seq_1209
s_1038	L-saccharopine	cytoplasm	-0.044707	0.51783	2	5.4368	2.1322	Seq_177,Seq_3916
s_0754	glutathione disulfide	cytoplasm	-0.045019	0.51795	8	5.531	5.2447	Seq_4386,Seq_4777,Seq_3349,Seq_2349,Seq_2238,Seq_4841,Seq_4352,Seq_4597
s_3913	nitric oxide	cytoplasm	-0.048453	0.51932	1	5.3207	0	Seq_376
s_3914	nitrate	cytoplasm	-0.048453	0.51932	1	5.3207	0	Seq_376
s_0748	Glu-tRNA(Glu)	cytoplasm	-0.048856	0.51948	1	5.3183	0	Seq_4520
s_1591	tRNA(Glu)	cytoplasm	-0.048856	0.51948	1	5.3183	0	Seq_4520
s_0755	glutathione disulfide	extracellular	-0.055373	0.52208	2	5.3909	4.4423	Seq_2349,Seq_4597
s_0566	D-glucose	vacuole	-0.060564	0.52415	4	5.4227	1.9272	Seq_3786,Seq_5306,Seq_4006,Seq_2192
s_0512	choline	cytoplasm	-0.066928	0.52668	6	5.4607	7.6078	Seq_4958,Seq_479,Seq_1080,Seq_2520,Seq_5123,Seq_4436
s_0208	3-aminopropanal	cytoplasm	-0.067151	0.52677	5	5.4506	3.1781	Seq_2030,Seq_3263,Seq_5250,Seq_270,Seq_226
s_0158	2-hydroxy-3-oxobutyl phosphate	cytoplasm	-0.070584	0.52814	2	5.3255	0.16867	Seq_448,Seq_3985
s_4016	sulphate	endoplasmic reticulum	-0.073983	0.52949	2	5.3109	5.4022	Seq_1553,Seq_1779
s_0584	dAMP	cytoplasm	-0.075077	0.52992	6	5.4404	7.5155	Seq_5016,Seq_2832,Seq_4986,Seq_3389,Seq_573,Seq_1067
s_1526	trimethylenediamine	cytoplasm	-0.08345	0.53325	3	5.3489	1.2487	Seq_648,Seq_270,Seq_226
s_0556	D-fructose 1-phosphate	cytoplasm	-0.085303	0.53399	1	5.0964	0	Seq_4943
s_1202	NAD	peroxisome	-0.093976	0.53744	3	5.3119	4.2225	Seq_1274,Seq_3963,Seq_5003
s_0816	hexacosanoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1065	laurate	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1073	lauroyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1161	myristate	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1176	myristoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1262	oleoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1449	stearate	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1454	stearoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_1479	tetracosanoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_2877	palmitoleoyl-CoA(4-)	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_2878	icosanoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_2880	docosanoyl-CoA	cytoplasm	-0.095214	0.53793	2	5.2195	0.7053	Seq_200,Seq_3237
s_0967	L-arginine	mitochondrion	-0.095808	0.53816	2	5.217	1.8817	Seq_2307,Seq_4317
s_0714	FMN	cytoplasm	-0.098904	0.53939	7	5.3931	5.2874	Seq_1339,Seq_2282,Seq_4779,Seq_260,Seq_165,Seq_1952,Seq_5277
s_0717	FMNH2	cytoplasm	-0.10001	0.53983	3	5.2907	2.2936	Seq_165,Seq_1952,Seq_5277
s_3126	sn-2-acyl-1-lysophosphatidylinositol (16:1)	endoplasmic reticulum membrane	-0.10241	0.54079	1	4.9922	0	Seq_820
s_3127	sn-2-acyl-1-lysophosphatidylinositol (18:1)	endoplasmic reticulum membrane	-0.10241	0.54079	1	4.9922	0	Seq_820
s_1274	oxaloacetate	peroxisome	-0.10401	0.54142	3	5.2766	5.4313	Seq_1274,Seq_4704,Seq_3526
s_0988	L-gamma-glutamyl-L-cysteine	cytoplasm	-0.1058	0.54213	2	5.174	3.0206	Seq_837,Seq_2341
s_1078	Leu-tRNA(Leu)	mitochondrion	-0.10748	0.5428	1	4.9614	0	Seq_2678
s_1599	tRNA(Leu)	mitochondrion	-0.10748	0.5428	1	4.9614	0	Seq_2678
s_3816	[cytochrome c]-L-lysine	cytoplasm	-0.11244	0.54476	1	4.9312	0	Seq_3842
s_3817	[cytochrome c]-N6-methyl-L-lysine	cytoplasm	-0.11244	0.54476	1	4.9312	0	Seq_3842
s_0143	2-(3-amino-3-carboxypropyl)-L-histidine	cytoplasm	-0.11401	0.54539	1	4.9217	0	Seq_3421
s_0144	2-[3-carboxy-3-(methylammonio)propyl]-L-histidine	cytoplasm	-0.11401	0.54539	1	4.9217	0	Seq_3421
s_0211	3-dehydroshikimate	cytoplasm	-0.11401	0.54539	1	4.9217	0	Seq_1129
s_0261	3-phosphoshikimic acid	cytoplasm	-0.11401	0.54539	1	4.9217	0	Seq_1129
s_1429	shikimate	cytoplasm	-0.11401	0.54539	1	4.9217	0	Seq_1129
s_4182	2-hydroxyglutarate	cytoplasm	-0.11917	0.54743	2	5.1164	1.3968	Seq_5071,Seq_1385
s_0837	hydrogen peroxide	cytoplasm	-0.12828	0.55104	21	5.4598	7.0514	Seq_1544,Seq_5520,Seq_528,Seq_4777,Seq_5138,Seq_3349,Seq_5271,Seq_2030,Seq_4841,Seq_3030,Seq_53,Seq_270,Seq_226,Seq_2145,Seq_374,Seq_3053,Seq_451,Seq_1137,Seq_383,Seq_3405,Seq_2293
s_1399	pyruvate	cytoplasm	-0.1306	0.55195	27	5.4803	5.7778	Seq_4242,Seq_4944,Seq_4516,Seq_3511,Seq_4725,Seq_3693,Seq_3401,Seq_1830,Seq_5187,Seq_3641,Seq_650,Seq_5389,Seq_325,Seq_3825,Seq_5498,Seq_1418,Seq_5168,Seq_617,Seq_1331,Seq_3300,Seq_2919,Seq_369,Seq_4029,Seq_5112,Seq_5169,Seq_2449,Seq_5218
s_3942	8-oxo-dGTP	peroxisome	-0.13677	0.5544	1	4.7831	0	Seq_387
s_3943	8-oxo-dGMP	peroxisome	-0.13677	0.5544	1	4.7831	0	Seq_387
s_3993	G10595	endoplasmic reticulum	-0.14179	0.55638	1	4.7525	0	Seq_4408
s_0510	chitosan	cell envelope	-0.14221	0.55654	1	4.75	0	Seq_1839
s_1371	polysulphur	cytoplasm	-0.14776	0.55873	1	4.7162	0	Seq_719
s_0756	glutathione disulfide	mitochondrion	-0.14806	0.55885	2	4.9921	0.52015	Seq_2707,Seq_2238
s_0972	L-asparagine	vacuole	-0.14936	0.55937	2	4.9866	2.0607	Seq_4411,Seq_761
s_1002	L-glutamine	vacuole	-0.14936	0.55937	2	4.9866	2.0607	Seq_4411,Seq_761
s_1019	L-isoleucine	vacuole	-0.14936	0.55937	2	4.9866	2.0607	Seq_4411,Seq_761
s_1055	L-tyrosine	vacuole	-0.14936	0.55937	2	4.9866	2.0607	Seq_4411,Seq_761
s_0453	biotinyl-5'-AMP	cytoplasm	-0.14975	0.55952	1	4.7041	0	Seq_182
s_0357	9H-xanthine	cytoplasm	-0.15404	0.56121	2	4.9664	5.1931	Seq_1438,Seq_1872
s_1228	NMN	peroxisome	-0.15567	0.56185	1	4.6681	0	Seq_3963
s_1053	L-tyrosine	mitochondrion	-0.16093	0.56393	1	4.636	0	Seq_424
s_1534	Tyr-tRNA(Tyr)	mitochondrion	-0.16093	0.56393	1	4.636	0	Seq_424
s_1613	tRNA(Tyr)	mitochondrion	-0.16093	0.56393	1	4.636	0	Seq_424
s_0618	dIDP	cytoplasm	-0.1612	0.56403	1	4.6344	0	Seq_3420
s_0639	dITP	cytoplasm	-0.1612	0.56403	1	4.6344	0	Seq_3420
s_0324	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid	cytoplasm	-0.16446	0.56531	2	4.9216	4.2291e-05	Seq_1129,Seq_3477
s_0764	glyceraldehyde 3-phosphate	cytoplasm	-0.16947	0.56729	10	5.3151	5.4525	Seq_953,Seq_4983,Seq_571,Seq_784,Seq_4943,Seq_772,Seq_3689,Seq_1679,Seq_4796,Seq_1373
s_0766	glycerol	extracellular	-0.17742	0.57041	2	4.8659	3.0316	Seq_847,Seq_281
s_3220	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-16:1)	mitochondrial membrane	-0.17958	0.57126	2	4.8566	1.6361	Seq_2428,Seq_2023
s_3221	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:1, 2-16:1)	mitochondrial membrane	-0.17958	0.57126	2	4.8566	1.6361	Seq_2428,Seq_2023
s_3222	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:0, 2-16:1)	mitochondrial membrane	-0.17958	0.57126	2	4.8566	1.6361	Seq_2428,Seq_2023
s_3223	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-18:1, 2-16:1)	mitochondrial membrane	-0.17958	0.57126	2	4.8566	1.6361	Seq_2428,Seq_2023
s_3224	3-(3-sn-phosphatidyl)-sn-glycerol 1-phosphate (1-16:0, 2-18:1)	mitochondrial membrane	-0.17958	0.57126	2	4.8566	1.6361	Seq_2428,Seq_2023
