REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_2985	phosphatidate (1-18:0, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2986	diglyceride (1-18:0, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2987	phosphatidate (1-18:0, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2988	diglyceride (1-18:0, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2989	phosphatidate (1-18:1, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2990	diglyceride (1-18:1, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2991	phosphatidate (1-18:1, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_2992	diglyceride (1-18:1, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3616	1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3617	1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3618	1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3619	1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3620	1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3621	1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3622	1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3623	1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3640	1-acyl-sn-glycerol 3-phosphate (16:0)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3641	1-monoglyceride (16:0)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3642	1-acyl-sn-glycerol 3-phosphate (16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3643	1-monoglyceride (16:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3644	1-acyl-sn-glycerol 3-phosphate (18:0)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3645	1-monoglyceride (18:0)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3646	1-acyl-sn-glycerol 3-phosphate (18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_3647	1-monoglyceride (18:1)	vacuolar membrane	-0.25185	0.59942	1	-0.071853	0	Seq_4817
s_1192	N-acetyl-L-glutamate	mitochondrion	-0.25492	0.60061	3	0.68281	1.0002	Seq_2968,Seq_4641,Seq_3436
s_1180	N(1)-acetylspermidine	cytoplasm	-0.25715	0.60147	1	-0.10945	0	Seq_2030
s_1193	N-acetylputrescine	cytoplasm	-0.25715	0.60147	1	-0.10945	0	Seq_2030
s_0126	1D-myo-inositol 1-phosphate	cytoplasm	-0.25735	0.60154	2	0.41934	0.34893	Seq_2063,Seq_4865
s_4511	N,N'-diacetylchitobiose	cytoplasm	-0.25892	0.60215	2	0.41144	2.1221	Seq_2508,Seq_1063
s_0627	dihydrolipoamide	mitochondrion	-0.25905	0.6022	6	0.95536	2.5215	Seq_3000,Seq_5046,Seq_3016,Seq_5119,Seq_4922,Seq_1684
s_1097	lipoamide	mitochondrion	-0.25905	0.6022	6	0.95536	2.5215	Seq_3000,Seq_5046,Seq_3016,Seq_5119,Seq_4922,Seq_1684
s_1392	pyridoxal	cytoplasm	-0.25921	0.60226	2	0.41003	0.73465	Seq_1544,Seq_5045
s_0926	iron(2+)	mitochondrion	-0.26098	0.60294	3	0.65805	1.6641	Seq_3702,Seq_4429,Seq_5300
s_3932	G00012	endoplasmic reticulum	-0.26181	0.60327	1	-0.14249	0	Seq_49
s_3933	D-mannose	endoplasmic reticulum	-0.26181	0.60327	1	-0.14249	0	Seq_49
s_0848	Ile-tRNA(Ile)	mitochondrion	-0.26236	0.60348	1	-0.14637	0	Seq_2810
s_1597	tRNA(Ile)	mitochondrion	-0.26236	0.60348	1	-0.14637	0	Seq_2810
s_1223	nicotinic acid D-ribonucleotide	mitochondrion	-0.26438	0.60426	2	0.38413	0.81156	Seq_5449,Seq_2091
s_1387	PRPP	mitochondrion	-0.26438	0.60426	2	0.38413	0.81156	Seq_5449,Seq_2091
s_3424	1-acylglycerophosphoethanolamine (16:0)	endoplasmic reticulum membrane	-0.26503	0.60451	1	-0.16529	0	Seq_2161
s_3425	1-acylglycerophosphoethanolamine (16:1)	endoplasmic reticulum membrane	-0.26503	0.60451	1	-0.16529	0	Seq_2161
s_3426	1-acylglycerophosphoethanolamine (18:0)	endoplasmic reticulum membrane	-0.26503	0.60451	1	-0.16529	0	Seq_2161
s_3427	1-acylglycerophosphoethanolamine (18:1)	endoplasmic reticulum membrane	-0.26503	0.60451	1	-0.16529	0	Seq_2161
s_1182	N(2)-acetyl-L-ornithine	mitochondrion	-0.2678	0.60557	2	0.36699	0.22181	Seq_3436,Seq_1772
s_1403	quinolinate	cytoplasm	-0.26847	0.60583	1	-0.18973	0	Seq_5449
s_1404	quinolinate	mitochondrion	-0.26847	0.60583	1	-0.18973	0	Seq_5449
s_0783	GMP	Golgi	-0.26866	0.6059	2	0.36273	0.89937	Seq_130,Seq_4100
s_0271	4-aminobenzoate	cytoplasm	-0.26866	0.6059	1	-0.19104	0	Seq_1418
s_0593	deamido-NAD(+)	nucleus	-0.27013	0.60647	1	-0.2015	0	Seq_2562
s_0994	L-glutamate	nucleus	-0.27013	0.60647	1	-0.2015	0	Seq_2562
s_1001	L-glutamine	nucleus	-0.27013	0.60647	1	-0.2015	0	Seq_2562
s_3996	G00007	endoplasmic reticulum	-0.27035	0.60655	2	0.35425	0.54022	Seq_4408,Seq_1049
s_1308	pantetheine 4'-phosphate	mitochondrion	-0.27194	0.60717	1	-0.21428	0	Seq_1412
s_0030	(R)-pantoate	cytoplasm	-0.27375	0.60786	6	0.91264	1.8085	Seq_865,Seq_782,Seq_1967,Seq_2433,Seq_4474,Seq_980
s_0087	1-methylnicotinamide	cytoplasm	-0.27572	0.60862	1	-0.24108	0	Seq_2325
s_0023	(R)-carnitine	mitochondrion	-0.27583	0.60866	2	0.3268	2.12	Seq_2858,Seq_4174
s_1236	O-acetylcarnitine	mitochondrion	-0.27583	0.60866	2	0.3268	2.12	Seq_2858,Seq_4174
s_1076	lauroyl-CoA	peroxisome	-0.27593	0.6087	10	1.0814	1.8174	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1179	myristoyl-CoA	peroxisome	-0.27593	0.6087	10	1.0814	1.8174	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1305	palmitoyl-CoA	peroxisome	-0.27593	0.6087	10	1.0814	1.8174	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_1457	stearoyl-CoA	peroxisome	-0.27593	0.6087	10	1.0814	1.8174	Seq_945,Seq_73,Seq_4462,Seq_126,Seq_200,Seq_3237,Seq_2834,Seq_2351,Seq_2848,Seq_4716
s_0748	Glu-tRNA(Glu)	cytoplasm	-0.27682	0.60904	1	-0.24887	0	Seq_4520
s_1591	tRNA(Glu)	cytoplasm	-0.27682	0.60904	1	-0.24887	0	Seq_4520
s_0037	(S)-2,3-epoxysqualene	cytoplasm	-0.27728	0.60922	1	-0.25217	0	Seq_1878
s_2817	oxygen	endoplasmic reticulum membrane	-0.27728	0.60922	1	-0.25217	0	Seq_3807
s_2818	NADH	endoplasmic reticulum membrane	-0.27728	0.60922	1	-0.25217	0	Seq_3807
s_2820	NAD	endoplasmic reticulum membrane	-0.27728	0.60922	1	-0.25217	0	Seq_3807
s_3767	N,N'-Chitobiosyldiphosphodolichol	endoplasmic reticulum	-0.27834	0.60963	2	0.31422	2.6828	Seq_4690,Seq_2762
s_1364	phosphoribosyl-carboxy-aminoimidazole	cytoplasm	-0.27953	0.61008	2	0.30827	0.030888	Seq_3847,Seq_612
s_1273	oxaloacetate	mitochondrion	-0.2797	0.61014	4	0.70731	1.4359	Seq_4455,Seq_985,Seq_4315,Seq_3526
s_3762	quinone	cytoplasm	-0.28066	0.61052	1	-0.27614	0	Seq_1808
s_3763	1,4-benzosemiquinone	cytoplasm	-0.28066	0.61052	1	-0.27614	0	Seq_1808
s_1187	N-(5-phospho-beta-D-ribosyl)anthranilate	cytoplasm	-0.28197	0.61102	2	0.29606	1.3636	Seq_1771,Seq_4247
s_0573	D-mannose 1-phosphate	cytoplasm	-0.28902	0.61372	2	0.2608	0.14939	Seq_2722,Seq_1321
s_0645	dolichyl phosphate	cytoplasm	-0.28909	0.61374	2	0.26045	0.40267	Seq_530,Seq_676
s_0755	glutathione disulfide	extracellular	-0.29002	0.6141	2	0.25578	1.1645	Seq_2349,Seq_4597
s_1104	malonyl-CoA	mitochondrion	-0.29011	0.61413	1	-0.3431	0	Seq_219
s_1558	uroporphyrinogen III	cytoplasm	-0.29026	0.61419	3	0.53826	1.223	Seq_5076,Seq_2443,Seq_368
s_3826	Ferricytochrome b5	mitochondrion	-0.29133	0.6146	3	0.53391	1.9431	Seq_1719,Seq_4582,Seq_3089
s_3827	Ferrocytochrome b5	mitochondrion	-0.29133	0.6146	3	0.53391	1.9431	Seq_1719,Seq_4582,Seq_3089
s_1532	thiamine(1+) triphosphate(4-)	cytoplasm	-0.29168	0.61473	1	-0.35419	0	Seq_4613
s_3949	beta-D-Glucose	cytoplasm	-0.29201	0.61486	1	-0.35657	0	Seq_1160
s_3953	D-Glucosamine	cytoplasm	-0.29201	0.61486	1	-0.35657	0	Seq_1160
s_3954	beta-D-Fructose	cytoplasm	-0.29201	0.61486	1	-0.35657	0	Seq_1160
s_3675	diglyceride (1-16:0, 2-18:1)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3676	1-monoglyceride (16:0)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3677	oleate	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3678	diglyceride (1-16:1, 2-18:1)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3679	1-monoglyceride (16:1)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3680	diglyceride (1-18:0, 2-18:1)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3681	1-monoglyceride (18:0)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3682	diglyceride (1-18:1, 2-18:1)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_3683	1-monoglyceride (18:1)	mitochondrion	-0.29284	0.61518	1	-0.36246	0	Seq_3823
s_4478	N(2)-acetyl-L-ornithine	cytoplasm	-0.29323	0.61533	1	-0.36521	0	Seq_1956
s_0269	4-amino-4-deoxychorismate	cytoplasm	-0.29638	0.61653	2	0.22393	0.58685	Seq_1418,Seq_78
s_0625	dihydrofolic acid	cytoplasm	-0.29704	0.61678	3	0.51054	2.0634	Seq_2281,Seq_5290,Seq_1707
s_0507	cerotic acid	endoplasmic reticulum	-0.29708	0.6168	1	-0.39252	0	Seq_3948
s_1085	lignoceric acid	endoplasmic reticulum	-0.29708	0.6168	1	-0.39252	0	Seq_3948
s_1422	S-methyl-5-thio-alpha-D-ribose 1-phosphate	cytoplasm	-0.29735	0.6169	2	0.21909	0.91998	Seq_4511,Seq_3026
s_2782	malonyl-CoA	endoplasmic reticulum membrane	-0.29849	0.61734	2	0.21336	0.98712	Seq_339,Seq_4134
s_0275	4-aminobutanal	mitochondrion	-0.29873	0.61743	1	-0.40418	0	Seq_3997
s_0738	gamma-aminobutyrate	mitochondrion	-0.29873	0.61743	1	-0.40418	0	Seq_3997
s_0854	indole-3-acetate	mitochondrion	-0.29873	0.61743	1	-0.40418	0	Seq_3997
s_3988	1-oleoyl-sn-glycerol	cytoplasm	-0.29874	0.61743	1	-0.40427	0	Seq_1883
s_1050	L-tryptophan	mitochondrion	-0.29895	0.61751	1	-0.40576	0	Seq_2878
s_1528	Trp-tRNA(Trp)	mitochondrion	-0.29895	0.61751	1	-0.40576	0	Seq_2878
s_1611	tRNA(Trp)	mitochondrion	-0.29895	0.61751	1	-0.40576	0	Seq_2878
s_4002	G00149	endoplasmic reticulum	-0.29911	0.61757	1	-0.40691	0	Seq_1746
s_4003	G00140	endoplasmic reticulum	-0.29911	0.61757	1	-0.40691	0	Seq_1746
s_1447	squalene	cytoplasm	-0.30012	0.61796	1	-0.41407	0	Seq_5517
s_0556	D-fructose 1-phosphate	cytoplasm	-0.30161	0.61852	1	-0.4246	0	Seq_4943
s_1274	oxaloacetate	peroxisome	-0.30166	0.61854	3	0.49164	1.0462	Seq_1274,Seq_4704,Seq_3526
s_3215	CDP	endoplasmic reticulum membrane	-0.30194	0.61865	1	-0.42695	0	Seq_4617
s_3560	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3561	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3562	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3563	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3564	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3565	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3566	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3567	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	endoplasmic reticulum membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3568	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3569	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3570	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3571	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3572	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3573	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3574	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_3575	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	Golgi membrane	-0.30411	0.61948	1	-0.44237	0	Seq_4857
s_1365	phosphoribosyl-formamido-carboxamide	cytoplasm	-0.30547	0.62	1	-0.452	0	Seq_1054
s_0038	(S)-2,3-epoxysqualene	endoplasmic reticulum	-0.30589	0.62016	1	-0.45495	0	Seq_3416
s_1407	riboflavin	mitochondrion	-0.30589	0.62016	1	-0.45495	0	Seq_4779
s_1448	squalene	endoplasmic reticulum	-0.30589	0.62016	1	-0.45495	0	Seq_3416
s_3432	episterol	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3433	episteryl oleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3434	episteryl palmitoleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3435	fecosterol	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3436	fecosteryl oleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3437	fecosteryl palmitoleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3438	lanosterol	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3439	lanosteryl oleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3440	lanosteryl palmitoleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3441	ergosterol	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3442	ergosteryl oleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3443	ergosteryl palmitoleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3444	zymosterol	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3445	zymosteryl oleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_3446	zymosteryl palmitoleate	endoplasmic reticulum membrane	-0.30725	0.62067	1	-0.46457	0	Seq_4218
s_0662	ergosta-5,7,22,24(28)-tetraen-3beta-ol	cytoplasm	-0.30864	0.6212	1	-0.47445	0	Seq_4631
s_3117	myo-inositol	endoplasmic reticulum membrane	-0.309	0.62134	1	-0.47701	0	Seq_5358
s_4306	3-dimethylallyl-4-hydroxyphenylpyruvate	cytoplasm	-0.30943	0.6215	2	0.15861	0.1065	Seq_2313,Seq_2963
s_4307	3-Dimethylallyl-4-hydroxymandelic acid	cytoplasm	-0.30943	0.6215	2	0.15861	0.1065	Seq_2313,Seq_2963
s_0690	FADH2	mitochondrion	-0.31018	0.62179	5	0.71756	1.5382	Seq_457,Seq_1347,Seq_5314,Seq_165,Seq_5277
s_3838	Ala-Gly	vacuole	-0.31179	0.6224	1	-0.49678	0	Seq_2612
s_3839	L-glycine	vacuole	-0.31179	0.6224	1	-0.49678	0	Seq_2612
s_3840	Ala-Leu	vacuole	-0.31179	0.6224	1	-0.49678	0	Seq_2612
s_1373	potassium	cytoplasm	-0.31243	0.62264	3	0.44758	0.76595	Seq_4504,Seq_1277,Seq_5444
s_1603	tRNA(Met)	mitochondrion	-0.31502	0.62363	1	-0.51968	0	Seq_415
s_0176	2-oxoadipic acid	cytoplasm	-0.3151	0.62366	4	0.58173	1.4234	Seq_3845,Seq_4947,Seq_650,Seq_4856
s_0447	bicarbonate	mitochondrion	-0.31536	0.62376	2	0.12891	0.66753	Seq_219,Seq_4803
s_3876	Protein C-terminal S-farnesyl-L-cysteine	cytoplasm	-0.31844	0.62492	1	-0.54393	0	Seq_2076
s_3877	Protein C-terminal S-farnesyl-L-cysteine methyl ester	cytoplasm	-0.31844	0.62492	1	-0.54393	0	Seq_2076
s_3126	sn-2-acyl-1-lysophosphatidylinositol (16:1)	endoplasmic reticulum membrane	-0.32202	0.62628	1	-0.56931	0	Seq_820
s_3127	sn-2-acyl-1-lysophosphatidylinositol (18:1)	endoplasmic reticulum membrane	-0.32202	0.62628	1	-0.56931	0	Seq_820
s_1366	phytosphingosine	endoplasmic reticulum	-0.32347	0.62683	4	0.55206	0.88117	Seq_486,Seq_1149,Seq_2195,Seq_3948
s_0352	8-amino-7-oxononanoate	cytoplasm	-0.32665	0.62803	1	-0.60211	0	Seq_3829
s_0525	citrate	peroxisome	-0.32665	0.62803	1	-0.60211	0	Seq_3526
s_1412	S-adenosyl-4-methylthio-2-oxobutanoate	cytoplasm	-0.32665	0.62803	1	-0.60211	0	Seq_3829
s_4015	UDP-D-glucose	endoplasmic reticulum	-0.32665	0.62803	1	-0.60211	0	Seq_3989
s_3535	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3537	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3538	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3539	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3540	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3541	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3542	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3543	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3544	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3545	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3546	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3547	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3548	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3549	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3550	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3551	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3552	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3553	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3554	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3555	1-phosphatidyl-1D-myo-inositol (1-16:1, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3556	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3557	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3558	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3559	1-phosphatidyl-1D-myo-inositol (1-18:1, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3576	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3577	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3578	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3579	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3580	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3581	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3582	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3583	1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1)	cytoplasm	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3592	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3593	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3594	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3595	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
s_3596	1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1)	cell envelope	-0.3275	0.62835	2	0.068149	0.40685	Seq_3335,Seq_3663
