REPORTER METABOLITES USING TEST TYPE: all
ID	NAME	COMPARTMENT	Z-SCORE	P-VALUE	NUMBER OF NEIGHBOURS	AVERAGE Z-SCORE	STD Z-SCORE	GENES
s_0011	(2S)-2-isopropyl-3-oxosuccinate	mitochondrion	0.23938	0.4054	1	3.3353	0	Seq_584
s_0292	4-methyl-2-oxopentanoate	mitochondrion	0.23938	0.4054	1	3.3353	0	Seq_584
s_4079	2-aminobutanoate	cytoplasm	0.23938	0.4054	1	3.3353	0	Seq_584
s_0024	(R)-carnitine	peroxisome	0.2392	0.40548	1	3.3344	0	Seq_2858
s_1237	O-acetylcarnitine	peroxisome	0.2392	0.40548	1	3.3344	0	Seq_2858
s_3296	phosphatidylcholine (1-16:0, 2-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3297	1-acylglycerophosphocholine (16:0)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3298	phosphatidylcholine (1-16:1, 2-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3299	1-acylglycerophosphocholine (16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3300	phosphatidylcholine (1-18:0, 2-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3301	1-acylglycerophosphocholine (18:0)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3302	phosphatidylcholine (1-18:1, 2-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3303	1-acylglycerophosphocholine (18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3304	phosphatidylcholine (1-16:0, 2-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3305	phosphatidylcholine (1-16:1, 2-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3306	phosphatidylcholine (1-18:0, 2-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3307	phosphatidylcholine (1-18:1, 2-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3308	cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3309	cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3310	cardiolipin (1-18:1, 2-18:1, 3-18:0, 4-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3311	cardiolipin (1-18:1, 2-18:1, 3-18:1, 4-16:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3312	cardiolipin (1-18:1, 2-18:1, 3-16:0, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3313	cardiolipin (1-18:1, 2-18:1, 3-16:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3314	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3315	cardiolipin (1-16:1, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3316	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3317	cardiolipin (1-18:1, 2-16:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3318	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_3319	cardiolipin (1-16:1, 2-18:1, 3-18:1, 4-18:1)	mitochondrial membrane	0.23778	0.40603	1	3.3277	0	Seq_5514
s_0736	gamma-aminobutyrate	extracellular	0.23503	0.40709	5	2.6988	3.8198	Seq_695,Seq_4372,Seq_2137,Seq_4014,Seq_5337
s_0079	1-(sn-glycero-3-phospho)-1D-myo-inositol	cytoplasm	0.23476	0.4072	1	3.3133	0	Seq_3803
s_0080	1-(sn-glycero-3-phospho)-1D-myo-inositol	extracellular	0.23476	0.4072	1	3.3133	0	Seq_3803
s_1435	sn-glycero-3-phosphocholine	extracellular	0.23476	0.4072	1	3.3133	0	Seq_3803
s_4185	(R)-2,3-dihydroxy-3-methylbutanoate	cytoplasm	0.23353	0.40767	1	3.3075	0	Seq_2070
s_4186	3-hydroxy-3-methyl-2-oxobutanoate	cytoplasm	0.23353	0.40767	1	3.3075	0	Seq_2070
s_0009	(2R,3S)-3-isopropylmalate	cytoplasm	0.23259	0.40804	2	2.9878	0.3792	Seq_4802,Seq_4343
s_0515	chorismate	cytoplasm	0.23048	0.40886	5	2.6891	1.4392	Seq_4725,Seq_3477,Seq_5389,Seq_78,Seq_350
s_2775	3-hydroxybutanoyl-ACP	mitochondrion	0.22939	0.40928	1	3.2878	0	Seq_589
s_2776	3-hydroxyhexanoyl-ACP	mitochondrion	0.22939	0.40928	1	3.2878	0	Seq_589
s_2777	3-hydroxyoctanoyl-ACP	mitochondrion	0.22939	0.40928	1	3.2878	0	Seq_589
s_1198	NAD	cytoplasm	0.22916	0.40937	79	2.3243	5.919	Seq_3659,Seq_1403,Seq_801,Seq_594,Seq_224,Seq_2549,Seq_3997,Seq_3898,Seq_2562,Seq_5016,Seq_2885,Seq_177,Seq_784,Seq_5483,Seq_3087,Seq_2189,Seq_4567,Seq_3910,Seq_192,Seq_2297,Seq_1427,Seq_4920,Seq_3263,Seq_2272,Seq_80,Seq_3982,Seq_1471,Seq_5250,Seq_1519,Seq_2497,Seq_4382,Seq_511,Seq_376,Seq_718,Seq_1783,Seq_4258,Seq_3137,Seq_3314,Seq_3341,Seq_3695,Seq_3310,Seq_1558,Seq_1235,Seq_2552,Seq_2315,Seq_2060,Seq_5357,Seq_2923,Seq_305,Seq_4154,Seq_4254,Seq_5269,Seq_1373,Seq_3635,Seq_4855,Seq_5413,Seq_3266,Seq_3980,Seq_5091,Seq_2881,Seq_123,Seq_2092,Seq_2096,Seq_2223,Seq_2525,Seq_2631,Seq_2662,Seq_3354,Seq_3411,Seq_3441,Seq_3674,Seq_4037,Seq_4394,Seq_4449,Seq_4478,Seq_4873,Seq_532,Seq_5399,Seq_5435,Seq_598,Seq_843
s_0626	dihydrofolic acid	mitochondrion	0.22898	0.40944	1	3.2859	0	Seq_1707
s_0178	2-oxobutanoate	cytoplasm	0.22614	0.41054	6	2.6371	4.0515	Seq_878,Seq_4516,Seq_584,Seq_2985,Seq_3300,Seq_5112
s_0271	4-aminobenzoate	cytoplasm	0.22575	0.4107	1	3.2705	0	Seq_1418
s_0324	5-O-(1-carboxyvinyl)-3-phosphoshikimic acid	cytoplasm	0.22333	0.41164	2	2.9565	2.0393	Seq_1129,Seq_3477
s_0165	2-isopropylmaleic acid	cytoplasm	0.22269	0.41189	1	3.2559	0	Seq_4343
s_1408	ribose-5-phosphate	cytoplasm	0.22101	0.41254	13	2.4909	2.3695	Seq_5193,Seq_953,Seq_3129,Seq_4415,Seq_2613,Seq_2860,Seq_356,Seq_90,Seq_4077,Seq_957,Seq_2675,Seq_478,Seq_4796
s_0978	L-aspartate 4-semialdehyde	cytoplasm	0.22058	0.41271	2	2.9472	0.41079	Seq_3667,Seq_3087
s_0991	L-glutamate	cytoplasm	0.21694	0.41413	57	2.3372	6.7204	Seq_1203,Seq_5454,Seq_525,Seq_224,Seq_2549,Seq_1948,Seq_21,Seq_4725,Seq_629,Seq_3845,Seq_1561,Seq_4947,Seq_4520,Seq_3452,Seq_4680,Seq_2562,Seq_3641,Seq_584,Seq_535,Seq_650,Seq_837,Seq_1326,Seq_2814,Seq_985,Seq_5389,Seq_4704,Seq_3825,Seq_2494,Seq_2281,Seq_1517,Seq_783,Seq_2032,Seq_78,Seq_3916,Seq_2669,Seq_3191,Seq_410,Seq_1368,Seq_4666,Seq_2901,Seq_5174,Seq_3689,Seq_327,Seq_1679,Seq_1249,Seq_1764,Seq_3911,Seq_4278,Seq_4658,Seq_3448,Seq_2339,Seq_3632,Seq_2261,Seq_3850,Seq_3881,Seq_3922,Seq_729,CIC11T00000001530
s_4633	erythritol	cytoplasm	0.21599	0.4145	1	3.2241	0	Seq_2923
s_1360	phosphoenolpyruvate	cytoplasm	0.21276	0.41576	9	2.5459	1.9702	Seq_4899,Seq_3508,Seq_2417,Seq_1129,Seq_2468,Seq_5168,Seq_118,Seq_1398,Seq_766
s_0193	3',5'-cyclic CMP	cytoplasm	0.20869	0.41734	1	3.1893	0	Seq_2832
s_0194	3',5'-cyclic dAMP	cytoplasm	0.20869	0.41734	1	3.1893	0	Seq_2832
s_0195	3',5'-cyclic GMP	cytoplasm	0.20869	0.41734	1	3.1893	0	Seq_2832
s_0196	3',5'-cyclic IMP	cytoplasm	0.20869	0.41734	1	3.1893	0	Seq_2832
s_4502	urate	cytoplasm	0.20817	0.41755	1	3.1868	0	Seq_53
s_2852	oleate	lipid particle	0.20794	0.41764	7	2.575	1.4514	Seq_3546,Seq_3836,Seq_4590,Seq_2377,Seq_1439,Seq_1975,Seq_1101
s_3608	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3609	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3610	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3611	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3612	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3613	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3614	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_3615	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1)	endoplasmic reticulum membrane	0.20347	0.41939	1	3.1644	0	Seq_2159
s_0350	7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid	mitochondrion	0.19909	0.4211	2	2.8747	2.137	Seq_4899,Seq_2417
s_0552	D-erythrose 4-phosphate	mitochondrion	0.19909	0.4211	2	2.8747	2.137	Seq_4899,Seq_2417
s_2868	behenate	endoplasmic reticulum membrane	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2869	lignoceric acid	endoplasmic reticulum membrane	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2870	cerotic acid	endoplasmic reticulum membrane	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2871	behenate	lipid particle	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2872	docosanoyl-CoA	lipid particle	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2873	lignoceric acid	lipid particle	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2874	tetracosanoyl-CoA	lipid particle	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2875	cerotic acid	lipid particle	0.19877	0.42122	1	3.1421	0	Seq_1485
s_2876	hexacosanoyl-CoA	lipid particle	0.19877	0.42122	1	3.1421	0	Seq_1485
s_0183	2-oxoglutarate	nucleus	0.19757	0.42169	2	2.8695	1.6914	Seq_885,Seq_3410
s_0835	homocitrate	nucleus	0.19757	0.42169	2	2.8695	1.6914	Seq_885,Seq_3410
s_1469	sulphite	cytoplasm	0.19703	0.4219	6	2.5805	3.4153	Seq_926,Seq_5138,Seq_5004,Seq_1395,Seq_1209,Seq_1622,Seq_3300
s_0428	Arg-tRNA(Arg)	cytoplasm	0.19649	0.42211	2	2.8659	1.1616	Seq_2307,Seq_2482
s_1583	tRNA(Arg)	cytoplasm	0.19649	0.42211	2	2.8659	1.1616	Seq_2307,Seq_2482
s_0279	4-diphospho-1D-myo-inositol pentakisphosphate	cytoplasm	0.19464	0.42284	3	2.7288	2.2241	Seq_2684,Seq_433,Seq_4056
s_0309	5,6-bis(diphospho)-1D-myo-inositol tetrakisphosphate	cytoplasm	0.19464	0.42284	3	2.7288	2.2241	Seq_2684,Seq_433,Seq_4056
s_0318	5-diphospho-1D-myo-inositol pentakisphosphate	cytoplasm	0.19464	0.42284	3	2.7288	2.2241	Seq_2684,Seq_433,Seq_4056
s_0333	6-diphospho-1D-myo-inositol pentakisphosphate	cytoplasm	0.19464	0.42284	3	2.7288	2.2241	Seq_2684,Seq_433,Seq_4056
s_1158	myo-inositol hexakisphosphate	cytoplasm	0.19464	0.42284	3	2.7288	2.2241	Seq_2684,Seq_433,Seq_4056
s_0393	adenylo-succinate	cytoplasm	0.19341	0.42332	2	2.8555	2.236	Seq_5428,Seq_641
s_4634	D-erythrulose 4-phosphate	cytoplasm	0.19265	0.42362	1	3.113	0	Seq_3725
s_0295	4-phospho-L-aspartate	cytoplasm	0.1887	0.42517	2	2.8396	0.56306	Seq_3667,Seq_3051
s_0573	D-mannose 1-phosphate	cytoplasm	0.1844	0.42685	2	2.8251	1.0181	Seq_2722,Seq_1321
s_0028	(R)-mevalonate	cytoplasm	0.18308	0.42737	2	2.8206	0.68814	Seq_4234,Seq_891
s_1058	L-valine	mitochondrion	0.17882	0.42904	2	2.8062	0.74825	Seq_3093,Seq_584
s_1008	L-histidine	mitochondrion	0.17597	0.43016	2	2.7966	2.2109	Seq_723,Seq_4317
s_1526	trimethylenediamine	cytoplasm	0.17375	0.43103	3	2.6718	3.1843	Seq_648,Seq_270,Seq_226
s_1078	Leu-tRNA(Leu)	mitochondrion	0.17375	0.43103	1	3.0231	0	Seq_2678
s_1599	tRNA(Leu)	mitochondrion	0.17375	0.43103	1	3.0231	0	Seq_2678
s_0557	D-fructose 6-phosphate	cytoplasm	0.17349	0.43113	15	2.4226	4.2028	Seq_953,Seq_4227,Seq_2411,Seq_4642,Seq_1807,Seq_2038,Seq_4589,Seq_2814,Seq_772,Seq_2122,Seq_4229,Seq_5421,Seq_1160,Seq_1820,Seq_4796,Seq_4965
s_0188	2-phospho-D-glyceric acid	cytoplasm	0.16568	0.4342	5	2.5517	2.4695	Seq_4962,Seq_118,Seq_1662,Seq_1398,Seq_766
s_3949	beta-D-Glucose	cytoplasm	0.16442	0.4347	1	2.9787	0	Seq_1160
s_3953	D-Glucosamine	cytoplasm	0.16442	0.4347	1	2.9787	0	Seq_1160
s_3954	beta-D-Fructose	cytoplasm	0.16442	0.4347	1	2.9787	0	Seq_1160
s_3806	4-hydroxy-4-methyl-2-oxoglutarate	cytoplasm	0.16192	0.43568	1	2.9668	0	Seq_617
s_1018	L-isoleucine	mitochondrion	0.16137	0.4359	2	2.7473	0.83159	Seq_584,Seq_2810
s_0331	6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	endoplasmic reticulum	0.15859	0.437	1	2.9509	0	Seq_5334
s_0363	acetate	endoplasmic reticulum	0.15859	0.437	1	2.9509	0	Seq_5334
s_3560	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3561	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3562	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3563	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3564	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3565	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3566	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3567	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	endoplasmic reticulum membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3568	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-16:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3569	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-16:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3570	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-16:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3571	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-16:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3572	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:0, 2-18:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3573	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-16:1, 2-18:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3574	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:0, 2-18:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_3575	1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1)	Golgi membrane	0.15745	0.43745	1	2.9455	0	Seq_4857
s_0023	(R)-carnitine	mitochondrion	0.15501	0.43841	2	2.7258	0.86069	Seq_2858,Seq_4174
s_1236	O-acetylcarnitine	mitochondrion	0.15501	0.43841	2	2.7258	0.86069	Seq_2858,Seq_4174
s_3235	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3237	cardiolipin (1-16:0, 2-16:1, 3-18:1, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3239	cardiolipin (1-16:0, 2-16:1, 3-16:1, 4-18:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3240	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3242	cardiolipin (1-16:1, 2-16:1, 3-18:0, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3244	cardiolipin (1-16:1, 2-16:1, 3-16:0, 4-18:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3247	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3249	cardiolipin (1-18:0, 2-16:1, 3-18:1, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3251	cardiolipin (1-18:0, 2-16:1, 3-16:1, 4-18:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3252	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3254	cardiolipin (1-18:1, 2-16:1, 3-18:0, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3256	cardiolipin (1-18:1, 2-16:1, 3-16:0, 4-18:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3259	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3261	cardiolipin (1-16:0, 2-18:1, 3-18:1, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3263	cardiolipin (1-16:0, 2-18:1, 3-16:1, 4-18:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3264	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3266	cardiolipin (1-16:1, 2-18:1, 3-18:0, 4-16:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_3268	cardiolipin (1-16:1, 2-18:1, 3-16:0, 4-18:1)	mitochondrial membrane	0.14501	0.44235	3	2.5933	1.3892	Seq_1084,Seq_3386,Seq_5514
s_0847	Ile-tRNA(Ile)	cytoplasm	0.14497	0.44237	1	2.8861	0	Seq_5204
s_1596	tRNA(Ile)	cytoplasm	0.14497	0.44237	1	2.8861	0	Seq_5204
s_4356	5-hydroxyferuloyl-CoA	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4357	sinapoyl-CoA	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4358	caffeoyl-CoA	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4359	feruloyl-CoA	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4416	(E)-sinapoyl aldehyde	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4418	(E)-coniferyl aldehyde	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4443	(E)-4-coumaraldehyde	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4444	4-coumaroyl-CoA	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4463	(E)-5-hydroxyconiferaldehyde	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_4553	(E)-caffeyl aldehyde	cytoplasm	0.14454	0.44254	2	2.6905	1.1863	Seq_1298,Seq_5458,CIC11T00000001437
s_1386	PRPP	cytoplasm	0.14428	0.44264	13	2.3901	2.043	Seq_5193,Seq_4247,Seq_4628,Seq_2064,Seq_5449,Seq_2613,Seq_4142,Seq_356,Seq_2783,Seq_372,Seq_2032,Seq_957,Seq_2091
s_1234	O-acetyl-L-serine	cytoplasm	0.14188	0.44359	4	2.5342	2.1689	Seq_3670,Seq_4792,Seq_1536,Seq_642
s_2847	palmitoyl-CoA	lipid particle	0.14126	0.44383	4	2.5328	2.5577	Seq_3336,Seq_1107,Seq_1101,Seq_4643
s_2849	palmitoleoyl-CoA(4-)	lipid particle	0.14126	0.44383	4	2.5328	2.5577	Seq_3336,Seq_1107,Seq_1101,Seq_4643
s_2851	stearoyl-CoA	lipid particle	0.14126	0.44383	4	2.5328	2.5577	Seq_3336,Seq_1107,Seq_1101,Seq_4643
s_1220	nicotinate	extracellular	0.13502	0.4463	4	2.518	1.1302	Seq_278,Seq_2484,Seq_4549,Seq_5425,Seq_786
s_4104	3-sulfino-L-alanine	cytoplasm	0.13114	0.44783	1	2.8203	0	Seq_3785
s_0233	3-methyl-2-oxobutanoate	mitochondrion	0.12922	0.44859	5	2.4744	3.0946	Seq_3519,Seq_584,Seq_3340,Seq_1942,Seq_2712
s_4445	(2-hydroxyphenyl)acetate	cytoplasm	0.12536	0.45012	1	2.7928	0	Seq_3137,Seq_1308
s_1106	maltose	extracellular	0.12526	0.45016	2	2.6254	0.50222	Seq_3380,Seq_4945
s_1521	trehalose	extracellular	0.12526	0.45016	2	2.6254	0.50222	Seq_3380,Seq_4945
s_1544	UDP-N-acetyl-alpha-D-glucosamine	cytoplasm	0.12402	0.45065	5	2.4634	1.8032	Seq_1193,Seq_3518,Seq_1118,Seq_2270,Seq_3571
s_3867	2-Phenylacetamide	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3868	(Indol-3-yl)acetamide	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3869	Monocarboxylic acid amide	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3870	Carboxylate	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3871	Acrylic acid	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3872	Acrylamide	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3873	Benzamide	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_3874	Benzoate	cytoplasm	0.11594	0.45385	1	2.748	0	Seq_3858
s_0013	(5S,6S)-di-HETE	cytoplasm	0.11589	0.45387	1	2.7478	0	Seq_1085
s_0014	(5S,6S)-di-HETE	nucleus	0.11589	0.45387	1	2.7478	0	Seq_1085
s_0608	Delta(6)-trans,Delta(8)-cis-leukotriene B4	cytoplasm	0.11589	0.45387	1	2.7478	0	Seq_1085
s_0609	Delta(6)-trans,Delta(8)-cis-leukotriene B4	nucleus	0.11589	0.45387	1	2.7478	0	Seq_1085
s_1079	leukotriene A4	cytoplasm	0.11589	0.45387	1	2.7478	0	Seq_1085
s_1080	leukotriene A4	nucleus	0.11589	0.45387	1	2.7478	0	Seq_1085
s_1081	leukotriene B4	cytoplasm	0.11589	0.45387	1	2.7478	0	Seq_1085
s_1082	leukotriene B4	nucleus	0.11589	0.45387	1	2.7478	0	Seq_1085
s_1533	Tyr-tRNA(Tyr)	cytoplasm	0.1137	0.45474	1	2.7373	0	Seq_1442
s_1612	tRNA(Tyr)	cytoplasm	0.1137	0.45474	1	2.7373	0	Seq_1442
s_0038	(S)-2,3-epoxysqualene	endoplasmic reticulum	0.11338	0.45487	1	2.7358	0	Seq_3416
s_1448	squalene	endoplasmic reticulum	0.11338	0.45487	1	2.7358	0	Seq_3416
s_0007	(2E)-3-(methoxycarbonyl)pent-2-enedioic acid	cytoplasm	0.10998	0.45621	1	2.7197	0	Seq_4802
s_0217	3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate	cytoplasm	0.10998	0.45621	1	2.7197	0	Seq_4802
s_1503	trans-aconitate	cytoplasm	0.10998	0.45621	1	2.7197	0	Seq_4802
s_4246	acetone	cytoplasm	0.10458	0.45836	1	2.694	0	Seq_3341
s_4500	propan-2-ol	cytoplasm	0.10458	0.45836	1	2.694	0	Seq_3341
