Orthogroup	model_Cint	data_Cint
OG0000394	Seq_1496	SGZ46472.1
OG0000395	Seq_3892	SGZ46473.1
OG0000396	Seq_4216	SGZ46474.1
OG0000397	Seq_3582	SGZ46476.1
OG0000398	Seq_205	SGZ46477.1
OG0000399	Seq_4230	SGZ46479.1
OG0000400	Seq_3820	SGZ46480.1
OG0000401	Seq_1264	SGZ46481.1
OG0000402	Seq_1199	SGZ46483.1
OG0000403	Seq_5372	SGZ46484.1
OG0000404	Seq_5255	SGZ46485.1
OG0000405	Seq_3923	SGZ46487.1
OG0000406	Seq_676	SGZ46488.1
OG0000407	Seq_3277	SGZ46489.1
OG0000408	Seq_2786	SGZ46491.1
OG0000409	Seq_2843	SGZ46494.1
OG0000410	Seq_4360	SGZ46495.1
OG0000411	Seq_4322	SGZ46499.1
OG0000412	Seq_2567	SGZ46505.1
OG0000413	Seq_307	SGZ46506.1
OG0000414	Seq_983	SGZ46508.1
OG0000415	Seq_1540	SGZ46510.1
OG0000416	Seq_5089	SGZ46512.1
OG0000417	Seq_1945	SGZ46513.1
OG0000418	Seq_4499	SGZ46516.1
OG0000419	Seq_2506	SGZ46517.1
OG0000420	Seq_920	SGZ46519.1
OG0000421	Seq_4834	SGZ46521.1
OG0000422	Seq_3426	SGZ46522.1
OG0000423	Seq_3556	SGZ46525.1
OG0000424	Seq_137	SGZ46527.1
OG0000425	Seq_1380	SGZ46529.1
OG0000426	Seq_1248	SGZ46531.1
OG0000427	Seq_4963	SGZ46532.1
OG0000428	Seq_4496	SGZ46533.1
OG0000429	Seq_112	SGZ46534.1
OG0000430	Seq_780	SGZ46535.1
OG0000431	Seq_2800	SGZ46537.1
OG0000432	Seq_2032	SGZ46539.1
OG0000433	Seq_4351	SGZ46541.1
OG0000434	Seq_4211	SGZ46545.1
OG0000435	Seq_1477	SGZ46546.1
OG0000436	Seq_5061	SGZ46548.1
OG0000437	Seq_4396	SGZ46549.1
OG0000438	Seq_5520	SGZ46550.1
OG0000439	Seq_649	SGZ46552.1
OG0000440	Seq_1504	SGZ46553.1
OG0000441	Seq_1793	SGZ46554.1
OG0000442	Seq_4034	SGZ46556.1
OG0000443	Seq_1431	SGZ46557.1
OG0000444	Seq_2968	SGZ46558.1
OG0000445	Seq_1452	SGZ46560.1
OG0000446	Seq_5515	SGZ46562.1
OG0000447	Seq_2873	SGZ46563.1
OG0000448	Seq_3744	SGZ46564.1
OG0000449	Seq_3558	SGZ46565.1
OG0000450	Seq_2627	SGZ46567.1
OG0000451	Seq_1659	SGZ46569.1
OG0000452	Seq_216	SGZ46570.1
OG0000453	Seq_4410	SGZ46572.1
OG0000454	Seq_1889	SGZ46573.1
OG0000455	Seq_2817	SGZ46574.1
OG0000456	Seq_83	SGZ46575.1
OG0000457	Seq_3302	SGZ46576.1
OG0000458	Seq_4464	SGZ46577.1
OG0000459	Seq_4845	SGZ46578.1
OG0000460	Seq_2808	SGZ46581.1
OG0000461	Seq_38	SGZ46583.1
OG0000462	Seq_2711	SGZ46586.1
OG0000463	Seq_5081	SGZ46587.1
OG0000464	Seq_2993	SGZ46588.1
OG0000465	Seq_4152	SGZ46590.1
OG0000466	Seq_1174	SGZ46591.1
OG0000467	Seq_1863	SGZ46592.1
OG0000468	Seq_4346	SGZ46593.1
OG0000469	Seq_5236	SGZ46594.1
OG0000470	Seq_2295	SGZ46596.1
OG0000471	Seq_2716	SGZ46597.1
OG0000472	Seq_4172	SGZ46598.1
OG0000473	Seq_2942	SGZ46600.1
OG0000474	Seq_4204	SGZ46601.1
OG0000475	Seq_3336	SGZ46603.1
OG0000476	Seq_4827	SGZ46604.1
OG0000477	Seq_1904	SGZ46605.1
OG0000478	Seq_2251	SGZ46606.1
OG0000479	Seq_2391	SGZ46607.1
OG0000480	Seq_1787	SGZ46610.1
OG0000481	Seq_4698	SGZ46611.1
OG0000482	Seq_5347	SGZ46612.1
OG0000483	Seq_3849	SGZ46613.1
OG0000484	Seq_231	SGZ46614.1
OG0000485	Seq_5429	SGZ46615.1
OG0000486	Seq_2297	SGZ46617.1
OG0000487	Seq_4966	SGZ46618.1
OG0000488	Seq_4050	SGZ46621.1
OG0000489	Seq_1197	SGZ46624.1
OG0000490	Seq_1919	SGZ46625.1
OG0000491	Seq_4676	SGZ46627.1
OG0000492	Seq_3913	SGZ46629.1
OG0000493	Seq_5107	SGZ46631.1
OG0000494	Seq_3535	SGZ46633.1
OG0000495	Seq_1153	SGZ46635.1
OG0000496	Seq_4776	SGZ46637.1
OG0000497	Seq_3093	SGZ46639.1
OG0000498	Seq_5259	SGZ46640.1
OG0000499	Seq_972	SGZ46641.1
OG0000500	Seq_4988	SGZ46642.1
OG0000501	Seq_2720	SGZ46643.1
OG0000502	Seq_2302	SGZ46644.1
OG0000503	Seq_4522	SGZ46646.1
OG0000504	Seq_741	SGZ46647.1
OG0000505	Seq_512	SGZ46648.1
OG0000506	Seq_4830	SGZ46649.1
OG0000507	Seq_4716	SGZ46650.1
OG0000508	Seq_2848	SGZ46651.1
OG0000509	Seq_126	SGZ46652.1
OG0000510	Seq_411	SGZ46653.1
OG0000511	Seq_3106	SGZ46654.1
OG0000512	Seq_4756	SGZ46655.1
OG0000513	Seq_4653	SGZ46656.1
OG0000514	Seq_738	SGZ46660.1
OG0000515	Seq_921	SGZ46661.1
OG0000516	Seq_1874	SGZ46662.1
OG0000517	Seq_5305	SGZ46663.1
OG0000518	Seq_3035	SGZ46665.1
OG0000519	Seq_4443	SGZ46666.1
OG0000520	Seq_1200	SGZ46668.1
OG0000521	Seq_1918	SGZ46669.1
OG0000522	Seq_4765	SGZ46670.1
OG0000523	Seq_3856	SGZ46672.1
OG0000524	Seq_2580	SGZ46675.1
OG0000525	Seq_5513	SGZ46676.1
OG0000526	Seq_5250	SGZ46678.1
OG0000527	Seq_4361	SGZ46680.1
OG0000528	Seq_4266	SGZ46681.1
OG0000529	Seq_3899	SGZ46683.1
OG0000530	Seq_5358	SGZ46686.1
OG0000531	Seq_1293	SGZ46688.1
OG0000532	Seq_1890	SGZ46690.1
OG0000533	Seq_1582	SGZ46693.1
OG0000534	Seq_4734	SGZ46694.1
OG0000535	Seq_4345	SGZ46695.1
OG0000536	Seq_772	SGZ46696.1
OG0000537	Seq_4779	SGZ46697.1
OG0000538	Seq_3638	SGZ46702.1
OG0000539	Seq_4282	SGZ46704.1
OG0000540	Seq_3407	SGZ46706.1
OG0000541	Seq_3256	SGZ46709.1
OG0000542	Seq_410	SGZ46710.1
OG0000543	Seq_3165	SGZ46712.1
OG0000544	Seq_4721	SGZ46714.1
OG0000545	Seq_1770	SGZ46715.1
OG0000546	Seq_4989	SGZ46717.1
OG0000547	Seq_1329	SGZ46719.1
OG0000548	Seq_3605	SGZ46720.1
OG0000549	Seq_3155	SGZ46721.1
OG0000550	Seq_5044	SGZ46722.1
OG0000551	Seq_1860	SGZ46723.1
OG0000552	Seq_2350	SGZ46724.1
OG0000553	Seq_1374	SGZ46725.1
OG0000554	Seq_5094	SGZ46726.1
OG0000555	Seq_4594	SGZ46728.1
OG0000556	Seq_1573	SGZ46729.1
OG0000557	Seq_3733	SGZ46730.1
OG0000558	Seq_4247	SGZ46733.1
OG0000559	Seq_5419	SGZ46735.1
OG0000560	Seq_1371	SGZ46736.1
OG0000561	Seq_505	SGZ46737.1
OG0000562	Seq_360	SGZ46739.1
OG0000563	Seq_116	SGZ46740.1
OG0000564	Seq_3184	SGZ46742.1
OG0000565	Seq_34	SGZ46743.1
OG0000566	Seq_4434	SGZ46746.1
OG0000567	Seq_4393	SGZ46748.1
OG0000568	Seq_464	SGZ46751.1
OG0000569	Seq_48	SGZ46752.1
OG0000570	Seq_1377	SGZ46754.1
OG0000571	Seq_865	SGZ46756.1
OG0000572	Seq_602	SGZ46757.1
OG0000573	Seq_3541	SGZ46759.1
OG0000574	Seq_4505	SGZ46763.1
OG0000575	Seq_1487	SGZ46764.1
OG0000576	Seq_1355	SGZ46765.1
OG0000577	Seq_2540	SGZ46766.1
OG0000578	Seq_1530	SGZ46767.1
OG0000579	Seq_2802	SGZ46768.1
OG0000580	Seq_4012	SGZ46771.1
OG0000581	Seq_963	SGZ46772.1
OG0000582	Seq_4925	SGZ46775.1
OG0000583	Seq_1615	SGZ46776.1
OG0000584	Seq_5265	SGZ46777.1
OG0000585	Seq_3270	SGZ46781.1
OG0000586	Seq_1700	SGZ46782.1
OG0000587	Seq_1900	SGZ46783.1
OG0000588	Seq_2345	SGZ46785.1
OG0000589	Seq_3223	SGZ46788.1
OG0000590	Seq_1034	SGZ46789.1
OG0000591	Seq_2914	SGZ46790.1
OG0000592	Seq_3425	SGZ46791.1
OG0000593	Seq_2820	SGZ46793.1
OG0000594	Seq_1575	SGZ46795.1
OG0000595	Seq_4898	SGZ46797.1
OG0000596	Seq_4150	SGZ46798.1
OG0000597	Seq_4715	SGZ46800.1
OG0000598	Seq_3316	SGZ46801.1
OG0000599	Seq_150	SGZ46802.1
OG0000600	Seq_4678	SGZ46804.1
OG0000601	Seq_2586	SGZ46805.1
OG0000602	Seq_2154	SGZ46806.1
OG0000603	Seq_1037	SGZ46808.1
OG0000604	Seq_152	SGZ46810.1
OG0000605	Seq_578	SGZ46811.1
OG0000606	Seq_589	SGZ46816.1
OG0000607	Seq_5233	SGZ46817.1
OG0000608	Seq_1978	SGZ46819.1
OG0000609	Seq_2840	SGZ46820.1
OG0000610	Seq_3320	SGZ46822.1
OG0000611	Seq_979	SGZ46823.1
OG0000612	Seq_929	SGZ46824.1
OG0000613	Seq_5152	SGZ46825.1
OG0000614	Seq_3125	SGZ46826.1
OG0000615	Seq_1482	SGZ46827.1
OG0000616	Seq_3652	SGZ46828.1
OG0000617	Seq_1591	SGZ46830.1
OG0000618	Seq_1550	SGZ46831.1
OG0000619	Seq_3267	SGZ46832.1
OG0000620	Seq_1957	SGZ46835.1
OG0000621	Seq_4138	SGZ46838.1
OG0000622	Seq_4754	SGZ46840.1
OG0000623	Seq_941	SGZ46842.1
OG0000624	Seq_4980	SGZ46843.1
OG0000625	Seq_4723	SGZ46844.1
OG0000626	Seq_4670	SGZ46845.1
OG0000627	Seq_3083	SGZ46847.1
OG0000628	Seq_2081	SGZ46849.1
OG0000629	Seq_217	SGZ46850.1
OG0000630	Seq_2677	SGZ46851.1
OG0000631	Seq_5314	SGZ46853.1
OG0000632	Seq_52	SGZ46855.1
OG0000633	Seq_5006	SGZ46857.1
OG0000634	Seq_4651	SGZ46859.1
OG0000635	Seq_130	SGZ46860.1
OG0000636	Seq_5483	SGZ46861.1
OG0000637	Seq_2320	SGZ46863.1
OG0000638	Seq_1796	SGZ46864.1
OG0000639	Seq_1966	SGZ46866.1
OG0000640	Seq_934	SGZ46867.1
OG0000641	Seq_4249	SGZ46869.1
OG0000642	Seq_143	SGZ46870.1
OG0000643	Seq_4939	SGZ46872.1
OG0000644	Seq_4025	SGZ46874.1
OG0000645	Seq_3591	SGZ46876.1
OG0000646	Seq_1799	SGZ46878.1
OG0000647	Seq_3550	SGZ46879.1
OG0000648	Seq_1633	SGZ46881.1
OG0000649	Seq_4439	SGZ46882.1
OG0000650	Seq_1765	SGZ46883.1
OG0000651	Seq_5218	SGZ46886.1
OG0000652	Seq_3052	SGZ46887.1
OG0000653	Seq_5337	SGZ46889.1
OG0000654	Seq_3517	SGZ46890.1
OG0000655	Seq_3532	SGZ46891.1
OG0000656	Seq_3986	SGZ46893.1
OG0000657	Seq_1259	SGZ46894.1
OG0000658	Seq_2278	SGZ46896.1
OG0000659	Seq_2727	SGZ46898.1
OG0000660	Seq_3490	SGZ46899.1
OG0000661	Seq_2250	SGZ46901.1
OG0000662	Seq_2425	SGZ46902.1
OG0000663	Seq_668	SGZ46904.1
OG0000664	Seq_5375	SGZ46908.1
OG0000665	Seq_3989	SGZ46910.1
OG0000666	Seq_1636	SGZ46912.1
OG0000667	Seq_5119	SGZ46914.1
OG0000668	Seq_4978	SGZ46915.1
OG0000669	Seq_1845	SGZ46917.1
OG0000670	Seq_1728	SGZ46918.1
OG0000671	Seq_5021	SGZ46919.1
OG0000672	Seq_2247	SGZ46921.1
OG0000673	Seq_707	SGZ46924.1
OG0000674	Seq_1802	SGZ46925.1
OG0000675	Seq_4569	SGZ46926.1
OG0000676	Seq_5345	SGZ46927.1
OG0000677	Seq_3400	SGZ46928.1
OG0000678	Seq_3122	SGZ46930.1
OG0000679	Seq_407	SGZ46932.1
OG0000680	Seq_3278	SGZ46934.1
OG0000681	Seq_4912	SGZ46935.1
OG0000682	Seq_2992	SGZ46938.1
OG0000683	Seq_4244	SGZ46939.1
OG0000684	Seq_3631	SGZ46941.1
OG0000685	Seq_373	SGZ46942.1
OG0000686	Seq_2667	SGZ46944.1
OG0000687	Seq_3333	SGZ46945.1
OG0000688	Seq_1730	SGZ46946.1
OG0000689	Seq_1812	SGZ46947.1
OG0000690	Seq_4377	SGZ46948.1
OG0000691	Seq_3633	SGZ46950.1
OG0000692	Seq_2744	SGZ46953.1
OG0000693	Seq_2029	SGZ46954.1
OG0000694	Seq_115	SGZ46956.1
OG0000695	Seq_4009	SGZ46957.1
OG0000696	Seq_415	SGZ46959.1
OG0000697	Seq_2462	SGZ46960.1
OG0000698	Seq_5102	SGZ46961.1
OG0000699	Seq_2173	SGZ46962.1
OG0000700	Seq_4837	SGZ46963.1
OG0000701	Seq_4974	SGZ46965.1
OG0000702	Seq_4212	SGZ46966.1
OG0000703	Seq_2058	SGZ46968.1
OG0000704	Seq_331	SGZ46970.1
OG0000705	Seq_4319	SGZ46973.1
OG0000706	Seq_905	SGZ46974.1
OG0000707	Seq_4773	SGZ46975.1
OG0000708	Seq_3309	SGZ46976.1
OG0000709	Seq_1912	SGZ46977.1
OG0000710	Seq_3391	SGZ46978.1
OG0000711	Seq_781	SGZ46979.1
OG0000712	Seq_3350	SGZ46980.1
OG0000713	Seq_3149	SGZ46982.1
OG0000714	Seq_1831	SGZ46985.1
OG0000715	Seq_3245	SGZ46987.1
OG0000716	Seq_3540	SGZ46988.1
OG0000717	Seq_4007	SGZ46990.1
OG0000718	Seq_2587	SGZ46991.1
OG0000719	Seq_1100	SGZ46993.1
OG0000720	Seq_1095	SGZ46994.1
OG0000721	Seq_5510	SGZ46996.1
OG0000722	Seq_3625	SGZ47002.1
OG0000723	Seq_1753	SGZ47005.1
OG0000724	Seq_4640	SGZ47007.1
OG0000725	Seq_2128	SGZ47009.1
OG0000726	Seq_4685	SGZ47011.1
OG0000727	Seq_2517	SGZ47012.1
OG0000728	Seq_1736	SGZ47013.1
OG0000729	Seq_2384	SGZ47014.1
OG0000730	Seq_2606	SGZ47016.1
OG0000731	Seq_479	SGZ47017.1
OG0000732	Seq_2115	SGZ47018.1
OG0000733	Seq_3763	SGZ47020.1
OG0000734	Seq_261	SGZ47021.1
OG0000735	Seq_1901	SGZ47023.1
OG0000736	Seq_168	SGZ47024.1
OG0000737	Seq_3735	SGZ47026.1
OG0000738	Seq_2004	SGZ47027.1
OG0000739	Seq_5459	SGZ47029.1
OG0000740	Seq_3378	SGZ47031.1
OG0000741	Seq_2475	SGZ47036.1
OG0000742	Seq_4035	SGZ47048.1
OG0000743	Seq_4424	SGZ47050.1
OG0000744	Seq_3745	SGZ47053.1
OG0000745	Seq_3660	SGZ47054.1
OG0000746	Seq_2313	SGZ47059.1
OG0000747	Seq_3141	SGZ47060.1
OG0000748	Seq_3421	SGZ47061.1
OG0000749	Seq_4469	SGZ47063.1
OG0000750	Seq_336	SGZ47065.1
OG0000751	Seq_5052	SGZ47066.1
OG0000752	Seq_3600	SGZ47068.1
OG0000753	Seq_2333	SGZ47070.1
OG0000754	Seq_4596	SGZ47071.1
OG0000755	Seq_516	SGZ47073.1
OG0000756	Seq_1954	SGZ47075.1
OG0000757	Seq_789	SGZ47076.1
OG0000758	Seq_4416	SGZ47078.1
OG0000759	Seq_2604	SGZ47079.1
OG0000760	Seq_706	SGZ47082.1
OG0000761	Seq_5354	SGZ47083.1
OG0000762	Seq_2676	SGZ47084.1
OG0000763	Seq_2898	SGZ47085.1
OG0000764	Seq_5352	SGZ47088.1
OG0000765	Seq_1172	SGZ47090.1
OG0000766	Seq_4239	SGZ47093.1
OG0000767	Seq_5455	SGZ47095.1
OG0000768	Seq_3538	SGZ47097.1
OG0000769	Seq_1430	SGZ47098.1
OG0000770	Seq_1448	SGZ47099.1
OG0000771	Seq_727	SGZ47100.1
OG0000772	Seq_5378	SGZ47102.1
OG0000773	Seq_537	SGZ47104.1
OG0000774	Seq_726	SGZ47107.1
OG0000775	Seq_2131	SGZ47109.1
OG0000776	Seq_4444	SGZ47110.1
OG0000777	Seq_3836	SGZ47111.1
OG0000778	Seq_1964	SGZ47112.1
OG0000779	Seq_1924	SGZ47114.1
OG0000780	Seq_4349	SGZ47116.1
OG0000781	Seq_4519	SGZ47117.1
OG0000782	Seq_2046	SGZ47120.1
OG0000783	Seq_3224	SGZ47121.1
OG0000784	Seq_3598	SGZ47123.1
OG0000785	Seq_2216	SGZ47131.1
OG0000786	Seq_783	SGZ47132.1
OG0000787	Seq_4100	SGZ47133.1
OG0000788	Seq_2639	SGZ47134.1
OG0000789	Seq_3545	SGZ47136.1
OG0000790	Seq_2967	SGZ47137.1
OG0000791	Seq_1592	SGZ47139.1
OG0000792	Seq_2356	SGZ47140.1
OG0000793	Seq_2426	SGZ47141.1
OG0000794	Seq_3869	SGZ47142.1
OG0000795	Seq_4632	SGZ47143.1
OG0000796	Seq_2553	SGZ47144.1
OG0000797	Seq_5449	SGZ47147.1
OG0000798	Seq_3371	SGZ47148.1
OG0000799	Seq_2055	SGZ47149.1
OG0000800	Seq_837	SGZ47150.1
OG0000801	Seq_4104	SGZ47151.1
OG0000802	Seq_4809	SGZ47152.1
OG0000803	Seq_3628	SGZ47155.1
OG0000804	Seq_2651	SGZ47157.1
OG0000805	Seq_3643	SGZ47158.1
OG0000806	Seq_1234	SGZ47161.1
OG0000807	Seq_962	SGZ47162.1
OG0000808	Seq_5130	SGZ47163.1
OG0000809	Seq_2512	SGZ47166.1
OG0000810	Seq_1809	SGZ47168.1
OG0000811	Seq_1079	SGZ47170.1
OG0000812	Seq_5040	SGZ47171.1
OG0000813	Seq_3599	SGZ47172.1
OG0000814	Seq_2305	SGZ47174.1
OG0000815	Seq_4005	SGZ47175.1
OG0000816	Seq_5253	SGZ47177.1
OG0000817	Seq_203	SGZ47180.1
OG0000818	Seq_3936	SGZ47181.1
OG0000819	Seq_5041	SGZ47182.1
OG0000820	Seq_2661	SGZ47184.1
OG0000821	Seq_3026	SGZ47188.1
OG0000822	Seq_1362	SGZ47194.1
OG0000823	Seq_4601	SGZ47196.1
OG0000824	Seq_1462	SGZ47197.1
OG0000825	Seq_5068	SGZ47198.1
OG0000826	Seq_230	SGZ47199.1
OG0000827	Seq_3855	SGZ47201.1
OG0000828	Seq_2931	SGZ47204.1
OG0000829	Seq_4508	SGZ47205.1
OG0000830	Seq_460	SGZ47206.1
OG0000831	Seq_5340	SGZ47208.1
OG0000832	Seq_1852	SGZ47210.1
OG0000833	Seq_4218	SGZ47211.1
OG0000834	Seq_3501	SGZ47213.1
OG0000835	Seq_2854	SGZ47215.1
OG0000836	Seq_2807	SGZ47216.1
OG0000837	Seq_4447	SGZ47217.1
OG0000838	Seq_1527	SGZ47219.1
OG0000839	Seq_3136	SGZ47220.1
OG0000840	Seq_3050	SGZ47221.1
OG0000841	Seq_3154	SGZ47222.1
OG0000842	Seq_1512	SGZ47224.1
OG0000843	Seq_4693	SGZ47225.1
OG0000844	Seq_5495	SGZ47226.1
OG0000845	Seq_1112	SGZ47227.1
OG0000846	Seq_5183	SGZ47229.1
OG0000847	Seq_1808	SGZ47230.1
OG0000848	Seq_4606	SGZ47232.1
OG0000849	Seq_675	SGZ47234.1
OG0000850	Seq_4272	SGZ47235.1
OG0000851	Seq_285	SGZ47237.1
OG0000852	Seq_4938	SGZ47240.1
OG0000853	Seq_480	SGZ47241.1
OG0000854	Seq_2893	SGZ47243.1
OG0000855	Seq_3683	SGZ47244.1
OG0000856	Seq_5012	SGZ47246.1
OG0000857	Seq_2523	SGZ47247.1
OG0000858	Seq_2730	SGZ47249.1
OG0000859	Seq_2336	SGZ47250.1
OG0000860	Seq_3933	SGZ47251.1
OG0000861	Seq_3188	SGZ47252.1
OG0000862	Seq_1549	SGZ47254.1
OG0000863	Seq_1686	SGZ47255.1
OG0000864	Seq_246	SGZ47257.1
OG0000865	Seq_4677	SGZ47258.1
OG0000866	Seq_2120	SGZ47261.1
OG0000867	Seq_2834	SGZ47262.1
OG0000868	Seq_1	SGZ47263.1
OG0000869	Seq_3766	SGZ47264.1
OG0000870	Seq_2551	SGZ47266.1
OG0000871	Seq_2700	SGZ47268.1
OG0000872	Seq_134	SGZ47270.1
OG0000873	Seq_4786	SGZ47271.1
OG0000874	Seq_4583	SGZ47273.1
OG0000875	Seq_270	SGZ47274.1
OG0000876	Seq_4868	SGZ47275.1
OG0000877	Seq_4420	SGZ47276.1
OG0000878	Seq_1029	SGZ47278.1
OG0000879	Seq_4432	SGZ47280.1
OG0000880	Seq_1360	SGZ47282.1
OG0000881	Seq_3047	SGZ47283.1
OG0000882	Seq_1630	SGZ47284.1
OG0000883	Seq_2996	SGZ47285.1
OG0000884	Seq_2889	SGZ47286.1
OG0000885	Seq_1101	SGZ47288.1
OG0000886	Seq_4865	SGZ47290.1
OG0000887	Seq_2277	SGZ47293.1
OG0000888	Seq_2662	SGZ47294.1
OG0000889	Seq_2830	SGZ47295.1
OG0000890	Seq_1609	SGZ47297.1
OG0000891	Seq_1397	SGZ47299.1
OG0000892	Seq_5312	SGZ47302.1
OG0000893	Seq_3952	SGZ47303.1
OG0000894	Seq_5100	SGZ47305.1
OG0000895	Seq_2492	SGZ47307.1
OG0000896	Seq_3709	SGZ47308.1
OG0000897	Seq_3615	SGZ47310.1
OG0000898	Seq_1895	SGZ47311.1
OG0000899	Seq_1757	SGZ47312.1
OG0000900	Seq_1988	SGZ47313.1
OG0000901	Seq_574	SGZ47315.1
OG0000902	Seq_4498	SGZ47316.1
OG0000903	Seq_3079	SGZ47320.1
OG0000904	Seq_1758	SGZ47321.1
OG0000905	Seq_2285	SGZ47322.1
OG0000906	Seq_1385	SGZ47323.1
OG0000907	Seq_2585	SGZ47325.1
OG0000908	Seq_310	SGZ47328.1
OG0000909	Seq_716	SGZ47329.1
OG0000910	Seq_3653	SGZ47330.1
OG0000911	Seq_2306	SGZ47333.1
OG0000912	Seq_446	SGZ47335.1
OG0000913	Seq_3296	SGZ47336.1
OG0000914	Seq_468	SGZ47337.1
OG0000915	Seq_1110	SGZ47338.1
OG0000916	Seq_4040	SGZ47340.1
OG0000917	Seq_382	SGZ47341.1
OG0000918	Seq_756	SGZ47342.1
OG0000919	Seq_3305	SGZ47343.1
OG0000920	Seq_4998	SGZ47344.1
OG0000921	Seq_185	SGZ47345.1
OG0000922	Seq_1168	SGZ47347.1
OG0000923	Seq_2253	SGZ47349.1
OG0000924	Seq_1985	SGZ47351.1
OG0000925	Seq_4942	SGZ47352.1
OG0000926	Seq_4397	SGZ47354.1
OG0000927	Seq_3042	SGZ47355.1
OG0000928	Seq_3750	SGZ47358.1
OG0000929	Seq_4139	SGZ47359.1
OG0000930	Seq_5159	SGZ47360.1
OG0000931	Seq_1677	SGZ47361.1
OG0000932	Seq_5402	SGZ47362.1
OG0000933	Seq_4806	SGZ47364.1
OG0000934	Seq_3072	SGZ47367.1
OG0000935	Seq_503	SGZ47368.1
OG0000936	Seq_945	SGZ47369.1
OG0000937	Seq_1696	SGZ47370.1
OG0000938	Seq_3186	SGZ47371.1
OG0000939	Seq_1718	SGZ47372.1
OG0000940	Seq_542	SGZ47374.1
OG0000941	Seq_1078	SGZ47376.1
OG0000942	Seq_5298	SGZ47377.1
OG0000943	Seq_2161	SGZ47378.1
OG0000944	Seq_575	SGZ47380.1
OG0000945	Seq_459	SGZ47381.1
OG0000946	Seq_3225	SGZ47382.1
OG0000947	Seq_54	SGZ47383.1
OG0000948	Seq_252	SGZ47386.1
OG0000949	Seq_491	SGZ47387.1
OG0000950	Seq_839	SGZ47390.1
OG0000951	Seq_1704	SGZ47391.1
OG0000952	Seq_1595	SGZ47392.1
OG0000953	Seq_3367	SGZ47393.1
OG0000954	Seq_4003	SGZ47394.1
OG0000955	Seq_5482	SGZ47397.1
OG0000956	Seq_5309	SGZ47398.1
OG0000957	Seq_2592	SGZ47399.1
OG0000958	Seq_3676	SGZ47401.1
OG0000959	Seq_1224	SGZ47405.1
OG0000960	Seq_5532	SGZ47408.1
OG0000961	Seq_2588	SGZ47411.1
OG0000962	Seq_207	SGZ47416.1
OG0000963	Seq_5190	SGZ47418.1
OG0000964	Seq_1543	SGZ47420.1
OG0000965	Seq_335	SGZ47424.1
OG0000966	Seq_893	SGZ47427.1
OG0000967	Seq_5521	SGZ47431.1
OG0000968	Seq_4645	SGZ47432.1
OG0000969	Seq_4076	SGZ47433.1
OG0000970	Seq_1273	SGZ47435.1
OG0000971	Seq_4240	SGZ47436.1
OG0000972	Seq_3262	SGZ47437.1
OG0000973	Seq_3075	SGZ47438.1
OG0000974	Seq_4324	SGZ47442.1
OG0000975	Seq_3485	SGZ47443.1
OG0000976	Seq_4839	SGZ47444.1
OG0000977	Seq_2047	SGZ47446.1
OG0000978	Seq_3519	SGZ47447.1
OG0000979	Seq_1310	SGZ47448.1
OG0000980	Seq_4777	SGZ47450.1
OG0000981	Seq_3107	SGZ47451.1
OG0000982	Seq_1665	SGZ47453.1
OG0000983	Seq_1926	SGZ47454.1
OG0000984	Seq_5141	SGZ47455.1
OG0000985	Seq_241	SGZ47456.1
OG0000986	Seq_4654	SGZ47457.1
OG0000987	Seq_1484	SGZ47459.1
OG0000988	Seq_1717	SGZ47460.1
OG0000989	Seq_3253	SGZ47462.1
OG0000990	Seq_1754	SGZ47464.1
OG0000991	Seq_4073	SGZ47467.1
OG0000992	Seq_347	SGZ47468.1
OG0000993	Seq_4214	SGZ47469.1
OG0000994	Seq_4828	SGZ47470.1
OG0000995	Seq_3470	SGZ47472.1
OG0000996	Seq_2757	SGZ47473.1
OG0000997	Seq_4802	SGZ47474.1
OG0000998	Seq_486	SGZ47476.1
OG0000999	Seq_1086	SGZ47477.1
OG0001000	Seq_4643	SGZ47478.1
OG0001001	Seq_1750	SGZ47479.1
OG0001002	Seq_1834	SGZ47480.1
OG0001003	Seq_2443	SGZ47481.1
OG0001004	Seq_1038	SGZ47483.1
OG0001005	Seq_3691	SGZ47485.1
OG0001006	Seq_3584	SGZ47486.1
OG0001007	Seq_5435	SGZ47487.1
OG0001008	Seq_4702	SGZ47489.1
OG0001009	Seq_1156	SGZ47490.1
OG0001010	Seq_344	SGZ47491.1
OG0001011	Seq_949	SGZ47492.1
OG0001012	Seq_4109	SGZ47494.1
OG0001013	Seq_2781	SGZ47496.1
OG0001014	Seq_3138	SGZ47497.1
OG0001015	Seq_4808	SGZ47498.1
OG0001016	Seq_3693	SGZ47499.1
OG0001017	Seq_4066	SGZ47500.1
OG0001018	Seq_2117	SGZ47502.1
OG0001019	Seq_2286	SGZ47503.1
OG0001020	Seq_1928	SGZ47505.1
OG0001021	Seq_1180	SGZ47507.1
OG0001022	Seq_1503	SGZ47509.1
OG0001023	Seq_3119	SGZ47510.1
OG0001024	Seq_1685	SGZ47511.1
OG0001025	Seq_3497	SGZ47512.1
OG0001026	Seq_4751	SGZ47513.1
OG0001027	Seq_487	SGZ47516.1
OG0001028	Seq_1572	SGZ47518.1
OG0001029	Seq_2719	SGZ47519.1
OG0001030	Seq_3148	SGZ47522.1
OG0001031	Seq_2160	SGZ47523.1
OG0001032	Seq_165	SGZ47525.1
OG0001033	Seq_3301	SGZ47526.1
