OG0000000: SGZ51129.1 SGZ51186.1 SGZ53862.1 SGZ54208.1 SGZ54258.1 SGZ55373.1 SGZ56130.1 Seq_1236 Seq_3372 Seq_5017 Seq_5227 Seq_580 Seq_620 Seq_870
OG0000001: SGZ46812.1 SGZ46814.1 SGZ49231.1 SGZ53382.1 SGZ55671.1 SGZ56654.1 Seq_2601 Seq_3361 Seq_3472 Seq_3737 Seq_4080 Seq_5185 Seq_62
OG0000002: SGZ46206.1 SGZ48122.1 SGZ50994.1 SGZ51027.1 SGZ54714.1 SGZ56656.1 Seq_2659 Seq_3594 Seq_3742 Seq_4166 Seq_5494 Seq_665
OG0000003: SGZ47126.1 SGZ50995.1 SGZ52892.1 SGZ54677.1 SGZ54679.1 SGZ57787.1 Seq_3006 Seq_3384 Seq_4153 Seq_5160 Seq_5172
OG0000004: SGZ48124.1 SGZ48781.1 SGZ52899.1 SGZ52900.1 SGZ52902.1 SGZ54826.1 Seq_3427 Seq_3698 Seq_4674 Seq_605 Seq_884
OG0000005: SGZ46210.1 SGZ46718.1 SGZ49663.1 SGZ55088.1 Seq_1204 Seq_1370 Seq_2990 Seq_3884 Seq_4552 Seq_623
OG0000006: SGZ47317.1 SGZ47318.1 SGZ49661.1 SGZ51011.1 SGZ51023.1 SGZ54727.1 SGZ54820.1 SGZ55027.1 SGZ55091.1 SGZ57769.1
OG0000007: SGZ47430.1 SGZ49609.1 SGZ51007.1 SGZ52907.1 SGZ58005.1 Seq_327 Seq_3850 Seq_3881 Seq_3922 Seq_729
OG0000008: SGZ50830.1 SGZ50832.1 SGZ50834.1 SGZ50836.1 SGZ50838.1 SGZ50840.1 SGZ57340.1 Seq_3729 Seq_432 Seq_959
OG0000009: SGZ47032.1 SGZ51017.1 SGZ51025.1 SGZ56633.1 Seq_2366 Seq_2570 Seq_345 Seq_3522 Seq_628
OG0000010: Seq_3238 Seq_3443 Seq_3924 Seq_4088 Seq_4182 Seq_4480 Seq_5211 Seq_5297 Seq_5379
OG0000011: SGZ46237.1 SGZ46503.1 SGZ52304.1 SGZ55250.1 Seq_1939 Seq_2121 Seq_2362 Seq_2987
OG0000012: SGZ46884.1 SGZ47045.1 SGZ52897.1 SGZ57767.1 Seq_2303 Seq_3091 Seq_4275 Seq_566
OG0000013: SGZ47193.1 SGZ47533.1 SGZ50456.1 SGZ54485.1 Seq_1186 Seq_3182 Seq_4404 Seq_997
OG0000014: SGZ54717.1 SGZ54718.1 SGZ54719.1 SGZ54847.1 SGZ58060.1 Seq_1892 Seq_3658 Seq_5020
OG0000015: SGZ46222.1 SGZ46223.1 SGZ46225.1 SGZ47105.1 SGZ51018.1 Seq_4187 Seq_4771
OG0000016: SGZ46997.1 SGZ47033.1 SGZ54835.1 Seq_2028 Seq_3111 Seq_3185 Seq_324
OG0000017: SGZ49796.1 SGZ49807.1 SGZ51830.1 SGZ55205.1 SGZ57804.1 Seq_4587 Seq_4984
OG0000018: SGZ49923.1 SGZ51002.1 SGZ51003.1 SGZ54299.1 Seq_2471 Seq_2870 Seq_3817
OG0000019: SGZ51013.1 SGZ51014.1 SGZ57877.1 SGZ57878.1 Seq_1298 Seq_1881 Seq_5458
OG0000020: SGZ51015.1 SGZ51190.1 SGZ53002.1 SGZ56629.1 Seq_2342 Seq_3290 Seq_3830
OG0000021: SGZ52704.1 SGZ52706.1 SGZ52883.1 SGZ54068.1 Seq_1249 Seq_1764 Seq_4278
OG0000022: SGZ56399.1 SGZ57954.1 SGZ57956.1 SGZ57958.1 Seq_2876 Seq_4194 Seq_4675
OG0000023: SGZ46242.1 SGZ51579.1 SGZ57757.1 Seq_2484 Seq_5425 Seq_786
OG0000024: SGZ46321.1 SGZ47714.1 SGZ52449.1 Seq_3713 Seq_3940 Seq_5235
OG0000025: SGZ46829.1 SGZ53370.1 SGZ53714.1 Seq_2231 Seq_3160 Seq_398
OG0000026: SGZ47212.1 SGZ51008.1 SGZ57990.1 Seq_3014 Seq_4781 Seq_5327
OG0000027: SGZ47413.1 SGZ50618.1 SGZ51197.1 Seq_232 Seq_2953 Seq_5367
OG0000028: SGZ48121.1 SGZ48783.1 SGZ54138.1 Seq_1851 Seq_3792 Seq_4634
OG0000029: SGZ49132.1 SGZ49256.1 SGZ52407.1 Seq_1427 Seq_4855 Seq_5413
OG0000030: SGZ49657.1 SGZ49987.1 SGZ50035.1 Seq_3418 Seq_5531 Seq_818
OG0000031: SGZ49794.1 SGZ49805.1 SGZ51828.1 SGZ55197.1 SGZ55199.1 SGZ55203.1
OG0000032: SGZ49937.1 SGZ49942.1 SGZ57363.1 Seq_4280 Seq_4489 Seq_679
OG0000033: SGZ50191.1 SGZ54938.1 SGZ56686.1 Seq_110 Seq_2193 Seq_4254
OG0000034: SGZ50465.1 SGZ52577.1 SGZ56412.1 Seq_1052 Seq_107 Seq_4687
OG0000035: SGZ51009.1 SGZ52906.1 SGZ54723.1 Seq_4914 Seq_5117 Seq_5366
OG0000036: SGZ51019.1 SGZ54429.1 SGZ56525.1 SGZ56658.1 Seq_4321 Seq_4330
OG0000037: SGZ52890.1 SGZ57316.1 Seq_1315 Seq_2291 Seq_2745 Seq_3097
OG0000038: SGZ53697.1 SGZ54137.1 SGZ56050.1 Seq_1828 Seq_1992 Seq_2590
OG0000039: SGZ54729.1 SGZ56294.1 SGZ58078.1 Seq_1330 Seq_3945 Seq_5485
OG0000040: SGZ54830.1 SGZ56403.1 SGZ56663.1 Seq_127 Seq_1475 Seq_517
OG0000041: SGZ57195.1 SGZ57197.1 SGZ57198.1 Seq_1342 Seq_4717 Seq_981
OG0000042: SGZ46846.1 SGZ57432.1 SGZ57591.1 SGZ57856.1 Seq_355
OG0000043: SGZ47595.1 SGZ50241.1 Seq_2357 Seq_2457 Seq_4649
OG0000044: SGZ47657.1 SGZ47658.1 SGZ52792.1 Seq_1458 Seq_5205
OG0000045: SGZ48071.1 SGZ50998.1 SGZ50999.1 Seq_3028 Seq_755
OG0000046: SGZ48792.1 SGZ57779.1 SGZ57780.1 Seq_1260 Seq_3058
OG0000047: SGZ48812.1 SGZ48814.1 SGZ53927.1 Seq_3521 Seq_713
OG0000048: SGZ49115.1 SGZ49118.1 SGZ52177.1 Seq_2308 Seq_3790
OG0000049: SGZ49211.1 SGZ49213.1 SGZ52735.1 Seq_3 Seq_5134
OG0000050: SGZ49792.1 SGZ49798.1 SGZ49800.1 SGZ51832.1 SGZ55201.1
OG0000051: SGZ50119.1 SGZ51824.1 SGZ51826.1 Seq_2994 Seq_3637
OG0000052: SGZ51940.1 SGZ54843.1 Seq_1897 Seq_2089 Seq_396
OG0000053: SGZ52290.1 SGZ52294.1 SGZ52296.1 SGZ52298.1 Seq_3276
OG0000054: SGZ53423.1 SGZ53425.1 SGZ55227.1 Seq_3205 Seq_4191
OG0000055: SGZ53751.1 SGZ53753.1 SGZ56001.1 Seq_1102 Seq_275
OG0000056: SGZ55716.1 SGZ55718.1 SGZ55720.1 Seq_174 Seq_2402
OG0000057: SGZ56830.1 SGZ56832.1 SGZ56834.1 Seq_2105 Seq_408
OG0000058: SGZ57790.1 SGZ57868.1 SGZ57909.1 Seq_4753 Seq_515
OG0000059: SGZ46214.1 SGZ57784.1 Seq_2102 Seq_3412
OG0000599: SGZ46802.1 Seq_150
OG0000600: SGZ46804.1 Seq_4678
OG0000601: SGZ46805.1 Seq_2586
OG0000602: SGZ46806.1 Seq_2154
OG0000603: SGZ46808.1 Seq_1037
OG0000604: SGZ46810.1 Seq_152
OG0000605: SGZ46811.1 Seq_578
OG0000606: SGZ46816.1 Seq_589
OG0000607: SGZ46817.1 Seq_5233
OG0000608: SGZ46819.1 Seq_1978
OG0000609: SGZ46820.1 Seq_2840
OG0000610: SGZ46822.1 Seq_3320
OG0000611: SGZ46823.1 Seq_979
OG0000612: SGZ46824.1 Seq_929
OG0000613: SGZ46825.1 Seq_5152
OG0000614: SGZ46826.1 Seq_3125
OG0000615: SGZ46827.1 Seq_1482
OG0000616: SGZ46828.1 Seq_3652
OG0000617: SGZ46830.1 Seq_1591
OG0000618: SGZ46831.1 Seq_1550
OG0000619: SGZ46832.1 Seq_3267
OG0000620: SGZ46835.1 Seq_1957
OG0000621: SGZ46838.1 Seq_4138
OG0000622: SGZ46840.1 Seq_4754
OG0000623: SGZ46842.1 Seq_941
OG0000624: SGZ46843.1 Seq_4980
OG0000625: SGZ46844.1 Seq_4723
OG0000626: SGZ46845.1 Seq_4670
OG0000627: SGZ46847.1 Seq_3083
OG0000628: SGZ46849.1 Seq_2081
OG0000629: SGZ46850.1 Seq_217
OG0000630: SGZ46851.1 Seq_2677
OG0000631: SGZ46853.1 Seq_5314
OG0000632: SGZ46855.1 Seq_52
OG0000633: SGZ46857.1 Seq_5006
OG0000634: SGZ46859.1 Seq_4651
OG0000635: SGZ46860.1 Seq_130
OG0000636: SGZ46861.1 Seq_5483
OG0000637: SGZ46863.1 Seq_2320
OG0000638: SGZ46864.1 Seq_1796
OG0000639: SGZ46866.1 Seq_1966
OG0000640: SGZ46867.1 Seq_934
OG0000641: SGZ46869.1 Seq_4249
OG0000642: SGZ46870.1 Seq_143
OG0000643: SGZ46872.1 Seq_4939
OG0000644: SGZ46874.1 Seq_4025
OG0000645: SGZ46876.1 Seq_3591
OG0000646: SGZ46878.1 Seq_1799
OG0000647: SGZ46879.1 Seq_3550
OG0000648: SGZ46881.1 Seq_1633
OG0000649: SGZ46882.1 Seq_4439
OG0000650: SGZ46883.1 Seq_1765
OG0000651: SGZ46886.1 Seq_5218
OG0000652: SGZ46887.1 Seq_3052
OG0000653: SGZ46889.1 Seq_5337
OG0000654: SGZ46890.1 Seq_3517
OG0000655: SGZ46891.1 Seq_3532
OG0000656: SGZ46893.1 Seq_3986
OG0000657: SGZ46894.1 Seq_1259
OG0000658: SGZ46896.1 Seq_2278
OG0000659: SGZ46898.1 Seq_2727
OG0000660: SGZ46899.1 Seq_3490
OG0000661: SGZ46901.1 Seq_2250
OG0000662: SGZ46902.1 Seq_2425
OG0000663: SGZ46904.1 Seq_668
OG0000664: SGZ46908.1 Seq_5375
OG0000665: SGZ46910.1 Seq_3989
OG0000666: SGZ46912.1 Seq_1636
OG0000667: SGZ46914.1 Seq_5119
OG0000668: SGZ46915.1 Seq_4978
OG0000669: SGZ46917.1 Seq_1845
OG0000670: SGZ46918.1 Seq_1728
OG0000671: SGZ46919.1 Seq_5021
OG0000672: SGZ46921.1 Seq_2247
OG0000673: SGZ46924.1 Seq_707
OG0000674: SGZ46925.1 Seq_1802
OG0000675: SGZ46926.1 Seq_4569
OG0000676: SGZ46927.1 Seq_5345
OG0000677: SGZ46928.1 Seq_3400
OG0000678: SGZ46930.1 Seq_3122
OG0000679: SGZ46932.1 Seq_407
OG0000680: SGZ46934.1 Seq_3278
OG0000681: SGZ46935.1 Seq_4912
OG0000682: SGZ46938.1 Seq_2992
OG0000683: SGZ46939.1 Seq_4244
OG0000684: SGZ46941.1 Seq_3631
OG0000685: SGZ46942.1 Seq_373
OG0000686: SGZ46944.1 Seq_2667
OG0000687: SGZ46945.1 Seq_3333
OG0000688: SGZ46946.1 Seq_1730
OG0000689: SGZ46947.1 Seq_1812
OG0000690: SGZ46948.1 Seq_4377
OG0000691: SGZ46950.1 Seq_3633
OG0000692: SGZ46953.1 Seq_2744
OG0000693: SGZ46954.1 Seq_2029
OG0000694: SGZ46956.1 Seq_115
OG0000695: SGZ46957.1 Seq_4009
OG0000696: SGZ46959.1 Seq_415
OG0000697: SGZ46960.1 Seq_2462
OG0000698: SGZ46961.1 Seq_5102
OG0000699: SGZ46962.1 Seq_2173
OG0000700: SGZ46963.1 Seq_4837
OG0000701: SGZ46965.1 Seq_4974
OG0000702: SGZ46966.1 Seq_4212
OG0000703: SGZ46968.1 Seq_2058
OG0000704: SGZ46970.1 Seq_331
OG0000705: SGZ46973.1 Seq_4319
OG0000706: SGZ46974.1 Seq_905
OG0000707: SGZ46975.1 Seq_4773
OG0000708: SGZ46976.1 Seq_3309
OG0000709: SGZ46977.1 Seq_1912
OG0000710: SGZ46978.1 Seq_3391
OG0000711: SGZ46979.1 Seq_781
OG0000712: SGZ46980.1 Seq_3350
OG0000713: SGZ46982.1 Seq_3149
OG0000714: SGZ46985.1 Seq_1831
OG0000715: SGZ46987.1 Seq_3245
OG0000716: SGZ46988.1 Seq_3540
OG0000717: SGZ46990.1 Seq_4007
OG0000718: SGZ46991.1 Seq_2587
OG0000719: SGZ46993.1 Seq_1100
OG0000720: SGZ46994.1 Seq_1095
OG0000721: SGZ46996.1 Seq_5510
OG0000722: SGZ47002.1 Seq_3625
OG0000723: SGZ47005.1 Seq_1753
OG0000724: SGZ47007.1 Seq_4640
OG0000725: SGZ47009.1 Seq_2128
OG0000726: SGZ47011.1 Seq_4685
OG0000727: SGZ47012.1 Seq_2517
OG0000728: SGZ47013.1 Seq_1736
OG0000729: SGZ47014.1 Seq_2384
OG0000730: SGZ47016.1 Seq_2606
OG0000731: SGZ47017.1 Seq_479
OG0000732: SGZ47018.1 Seq_2115
OG0000733: SGZ47020.1 Seq_3763
OG0000734: SGZ47021.1 Seq_261
OG0000735: SGZ47023.1 Seq_1901
OG0000736: SGZ47024.1 Seq_168
OG0000737: SGZ47026.1 Seq_3735
OG0000738: SGZ47027.1 Seq_2004
OG0000739: SGZ47029.1 Seq_5459
OG0000740: SGZ47031.1 Seq_3378
OG0000741: SGZ47036.1 Seq_2475
OG0000742: SGZ47048.1 Seq_4035
OG0000743: SGZ47050.1 Seq_4424
OG0000744: SGZ47053.1 Seq_3745
OG0000745: SGZ47054.1 Seq_3660
OG0000746: SGZ47059.1 Seq_2313
OG0000747: SGZ47060.1 Seq_3141
OG0000748: SGZ47061.1 Seq_3421
OG0000749: SGZ47063.1 Seq_4469
OG0000750: SGZ47065.1 Seq_336
OG0000751: SGZ47066.1 Seq_5052
OG0000752: SGZ47068.1 Seq_3600
OG0000753: SGZ47070.1 Seq_2333
OG0000754: SGZ47071.1 Seq_4596
OG0000755: SGZ47073.1 Seq_516
OG0000756: SGZ47075.1 Seq_1954
OG0000757: SGZ47076.1 Seq_789
OG0000758: SGZ47078.1 Seq_4416
OG0000759: SGZ47079.1 Seq_2604
OG0000760: SGZ47082.1 Seq_706
OG0000761: SGZ47083.1 Seq_5354
OG0000762: SGZ47084.1 Seq_2676
OG0000763: SGZ47085.1 Seq_2898
OG0000764: SGZ47088.1 Seq_5352
OG0000765: SGZ47090.1 Seq_1172
OG0000766: SGZ47093.1 Seq_4239
OG0000767: SGZ47095.1 Seq_5455
OG0000768: SGZ47097.1 Seq_3538
OG0000769: SGZ47098.1 Seq_1430
OG0000770: SGZ47099.1 Seq_1448
OG0000771: SGZ47100.1 Seq_727
OG0000772: SGZ47102.1 Seq_5378
OG0000773: SGZ47104.1 Seq_537
OG0000774: SGZ47107.1 Seq_726
OG0000775: SGZ47109.1 Seq_2131
OG0000776: SGZ47110.1 Seq_4444
OG0000777: SGZ47111.1 Seq_3836
OG0000778: SGZ47112.1 Seq_1964
OG0000779: SGZ47114.1 Seq_1924
OG0000780: SGZ47116.1 Seq_4349
OG0000781: SGZ47117.1 Seq_4519
OG0000782: SGZ47120.1 Seq_2046
OG0000783: SGZ47121.1 Seq_3224
OG0000784: SGZ47123.1 Seq_3598
OG0000785: SGZ47131.1 Seq_2216
OG0000786: SGZ47132.1 Seq_783
OG0000787: SGZ47133.1 Seq_4100
OG0000788: SGZ47134.1 Seq_2639
OG0000789: SGZ47136.1 Seq_3545
OG0000790: SGZ47137.1 Seq_2967
OG0000791: SGZ47139.1 Seq_1592
OG0000792: SGZ47140.1 Seq_2356
OG0000793: SGZ47141.1 Seq_2426
OG0000794: SGZ47142.1 Seq_3869
OG0000795: SGZ47143.1 Seq_4632
OG0000796: SGZ47144.1 Seq_2553
OG0000797: SGZ47147.1 Seq_5449
OG0000798: SGZ47148.1 Seq_3371
OG0000799: SGZ47149.1 Seq_2055
OG0000800: SGZ47150.1 Seq_837
OG0000801: SGZ47151.1 Seq_4104
OG0000802: SGZ47152.1 Seq_4809
OG0000803: SGZ47155.1 Seq_3628
OG0000804: SGZ47157.1 Seq_2651
OG0000805: SGZ47158.1 Seq_3643
OG0000806: SGZ47161.1 Seq_1234
OG0000807: SGZ47162.1 Seq_962
OG0000808: SGZ47163.1 Seq_5130
OG0000809: SGZ47166.1 Seq_2512
OG0000810: SGZ47168.1 Seq_1809
OG0000811: SGZ47170.1 Seq_1079
OG0000812: SGZ47171.1 Seq_5040
OG0000813: SGZ47172.1 Seq_3599
OG0000814: SGZ47174.1 Seq_2305
OG0000815: SGZ47175.1 Seq_4005
OG0000816: SGZ47177.1 Seq_5253
OG0000817: SGZ47180.1 Seq_203
OG0000818: SGZ47181.1 Seq_3936
OG0000819: SGZ47182.1 Seq_5041
OG0000820: SGZ47184.1 Seq_2661
OG0000821: SGZ47188.1 Seq_3026
OG0000822: SGZ47194.1 Seq_1362
OG0000823: SGZ47196.1 Seq_4601
OG0000824: SGZ47197.1 Seq_1462
OG0000825: SGZ47198.1 Seq_5068
OG0000826: SGZ47199.1 Seq_230
OG0000827: SGZ47201.1 Seq_3855
OG0000828: SGZ47204.1 Seq_2931
OG0000829: SGZ47205.1 Seq_4508
OG0000830: SGZ47206.1 Seq_460
OG0000831: SGZ47208.1 Seq_5340
OG0000832: SGZ47210.1 Seq_1852
OG0000833: SGZ47211.1 Seq_4218
OG0000834: SGZ47213.1 Seq_3501
OG0000835: SGZ47215.1 Seq_2854
OG0000836: SGZ47216.1 Seq_2807
OG0000837: SGZ47217.1 Seq_4447
OG0000838: SGZ47219.1 Seq_1527
OG0000839: SGZ47220.1 Seq_3136
OG0000840: SGZ47221.1 Seq_3050
OG0000841: SGZ47222.1 Seq_3154
OG0000842: SGZ47224.1 Seq_1512
OG0000843: SGZ47225.1 Seq_4693
OG0000844: SGZ47226.1 Seq_5495
OG0000845: SGZ47227.1 Seq_1112
OG0000846: SGZ47229.1 Seq_5183
OG0000847: SGZ47230.1 Seq_1808
OG0000848: SGZ47232.1 Seq_4606
OG0000849: SGZ47234.1 Seq_675
OG0000850: SGZ47235.1 Seq_4272
OG0000851: SGZ47237.1 Seq_285
OG0000852: SGZ47240.1 Seq_4938
OG0000853: SGZ47241.1 Seq_480
OG0000854: SGZ47243.1 Seq_2893
OG0000855: SGZ47244.1 Seq_3683
OG0000856: SGZ47246.1 Seq_5012
OG0000857: SGZ47247.1 Seq_2523
OG0000858: SGZ47249.1 Seq_2730
OG0000859: SGZ47250.1 Seq_2336
OG0000860: SGZ47251.1 Seq_3933
OG0000861: SGZ47252.1 Seq_3188
OG0000862: SGZ47254.1 Seq_1549
OG0000863: SGZ47255.1 Seq_1686
OG0000864: SGZ47257.1 Seq_246
OG0000865: SGZ47258.1 Seq_4677
OG0000866: SGZ47261.1 Seq_2120
OG0000867: SGZ47262.1 Seq_2834
OG0000868: SGZ47263.1 Seq_1
OG0000869: SGZ47264.1 Seq_3766
OG0000870: SGZ47266.1 Seq_2551
OG0000871: SGZ47268.1 Seq_2700
OG0000872: SGZ47270.1 Seq_134
OG0000873: SGZ47271.1 Seq_4786
OG0000874: SGZ47273.1 Seq_4583
OG0000875: SGZ47274.1 Seq_270
OG0000876: SGZ47275.1 Seq_4868
OG0000877: SGZ47276.1 Seq_4420
OG0000878: SGZ47278.1 Seq_1029
OG0000879: SGZ47280.1 Seq_4432
OG0000880: SGZ47282.1 Seq_1360
OG0000881: SGZ47283.1 Seq_3047
OG0000882: SGZ47284.1 Seq_1630
OG0000883: SGZ47285.1 Seq_2996
OG0000884: SGZ47286.1 Seq_2889
OG0000885: SGZ47288.1 Seq_1101
OG0000886: SGZ47290.1 Seq_4865
OG0000887: SGZ47293.1 Seq_2277
OG0000888: SGZ47294.1 Seq_2662
OG0000889: SGZ47295.1 Seq_2830
OG0000890: SGZ47297.1 Seq_1609
OG0000891: SGZ47299.1 Seq_1397
OG0000892: SGZ47302.1 Seq_5312
OG0000893: SGZ47303.1 Seq_3952
OG0000894: SGZ47305.1 Seq_5100
OG0000895: SGZ47307.1 Seq_2492
OG0000896: SGZ47308.1 Seq_3709
OG0000897: SGZ47310.1 Seq_3615
OG0000898: SGZ47311.1 Seq_1895
OG0000899: SGZ47312.1 Seq_1757
OG0000900: SGZ47313.1 Seq_1988
OG0000901: SGZ47315.1 Seq_574
OG0000902: SGZ47316.1 Seq_4498
OG0000903: SGZ47320.1 Seq_3079
OG0000904: SGZ47321.1 Seq_1758
OG0000905: SGZ47322.1 Seq_2285
OG0000906: SGZ47323.1 Seq_1385
OG0000907: SGZ47325.1 Seq_2585
OG0000908: SGZ47328.1 Seq_310
OG0000909: SGZ47329.1 Seq_716
OG0000910: SGZ47330.1 Seq_3653
OG0000911: SGZ47333.1 Seq_2306
OG0000912: SGZ47335.1 Seq_446
OG0000913: SGZ47336.1 Seq_3296
OG0000914: SGZ47337.1 Seq_468
OG0000915: SGZ47338.1 Seq_1110
OG0000916: SGZ47340.1 Seq_4040
OG0000917: SGZ47341.1 Seq_382
OG0000918: SGZ47342.1 Seq_756
OG0000919: SGZ47343.1 Seq_3305
OG0000920: SGZ47344.1 Seq_4998
OG0000921: SGZ47345.1 Seq_185
OG0000922: SGZ47347.1 Seq_1168
OG0000923: SGZ47349.1 Seq_2253
OG0000924: SGZ47351.1 Seq_1985
OG0000925: SGZ47352.1 Seq_4942
OG0000926: SGZ47354.1 Seq_4397
OG0000927: SGZ47355.1 Seq_3042
OG0000928: SGZ47358.1 Seq_3750
OG0000929: SGZ47359.1 Seq_4139
OG0000930: SGZ47360.1 Seq_5159
OG0000931: SGZ47361.1 Seq_1677
OG0000932: SGZ47362.1 Seq_5402
OG0000933: SGZ47364.1 Seq_4806
OG0000934: SGZ47367.1 Seq_3072
OG0000935: SGZ47368.1 Seq_503
OG0000936: SGZ47369.1 Seq_945
OG0000937: SGZ47370.1 Seq_1696
OG0000938: SGZ47371.1 Seq_3186
OG0000939: SGZ47372.1 Seq_1718
OG0000940: SGZ47374.1 Seq_542
OG0000941: SGZ47376.1 Seq_1078
OG0000942: SGZ47377.1 Seq_5298
OG0000943: SGZ47378.1 Seq_2161
OG0000944: SGZ47380.1 Seq_575
OG0000945: SGZ47381.1 Seq_459
OG0000946: SGZ47382.1 Seq_3225
OG0000947: SGZ47383.1 Seq_54
OG0000948: SGZ47386.1 Seq_252
OG0000949: SGZ47387.1 Seq_491
OG0000950: SGZ47390.1 Seq_839
OG0000951: SGZ47391.1 Seq_1704
OG0000952: SGZ47392.1 Seq_1595
OG0000953: SGZ47393.1 Seq_3367
OG0000954: SGZ47394.1 Seq_4003
OG0000955: SGZ47397.1 Seq_5482
OG0000956: SGZ47398.1 Seq_5309
OG0000957: SGZ47399.1 Seq_2592
OG0000958: SGZ47401.1 Seq_3676
OG0000959: SGZ47405.1 Seq_1224
OG0000960: SGZ47408.1 Seq_5532
OG0000961: SGZ47411.1 Seq_2588
OG0000962: SGZ47416.1 Seq_207
OG0000963: SGZ47418.1 Seq_5190
OG0000964: SGZ47420.1 Seq_1543
OG0000965: SGZ47424.1 Seq_335
OG0000966: SGZ47427.1 Seq_893
OG0000967: SGZ47431.1 Seq_5521
OG0000968: SGZ47432.1 Seq_4645
OG0000969: SGZ47433.1 Seq_4076
OG0000970: SGZ47435.1 Seq_1273
OG0000971: SGZ47436.1 Seq_4240
OG0000972: SGZ47437.1 Seq_3262
OG0000973: SGZ47438.1 Seq_3075
OG0000974: SGZ47442.1 Seq_4324
OG0000975: SGZ47443.1 Seq_3485
OG0000976: SGZ47444.1 Seq_4839
OG0000977: SGZ47446.1 Seq_2047
OG0000978: SGZ47447.1 Seq_3519
OG0000979: SGZ47448.1 Seq_1310
OG0000980: SGZ47450.1 Seq_4777
OG0000981: SGZ47451.1 Seq_3107
OG0000982: SGZ47453.1 Seq_1665
OG0000983: SGZ47454.1 Seq_1926
OG0000984: SGZ47455.1 Seq_5141
OG0000985: SGZ47456.1 Seq_241
OG0000986: SGZ47457.1 Seq_4654
OG0000987: SGZ47459.1 Seq_1484
OG0000988: SGZ47460.1 Seq_1717
OG0000989: SGZ47462.1 Seq_3253
OG0000990: SGZ47464.1 Seq_1754
OG0000991: SGZ47467.1 Seq_4073
OG0000992: SGZ47468.1 Seq_347
OG0000993: SGZ47469.1 Seq_4214
OG0000994: SGZ47470.1 Seq_4828
OG0000995: SGZ47472.1 Seq_3470
OG0000996: SGZ47473.1 Seq_2757
OG0000997: SGZ47474.1 Seq_4802
OG0000998: SGZ47476.1 Seq_486
OG0000999: SGZ47477.1 Seq_1086
OG0001000: SGZ47478.1 Seq_4643
OG0001001: SGZ47479.1 Seq_1750
OG0001002: SGZ47480.1 Seq_1834
OG0001003: SGZ47481.1 Seq_2443
OG0001004: SGZ47483.1 Seq_1038
OG0001005: SGZ47485.1 Seq_3691
OG0001006: SGZ47486.1 Seq_3584
OG0001007: SGZ47487.1 Seq_5435
OG0001008: SGZ47489.1 Seq_4702
OG0001009: SGZ47490.1 Seq_1156
OG0001010: SGZ47491.1 Seq_344
OG0001011: SGZ47492.1 Seq_949
OG0001012: SGZ47494.1 Seq_4109
OG0001013: SGZ47496.1 Seq_2781
OG0001014: SGZ47497.1 Seq_3138
OG0001015: SGZ47498.1 Seq_4808
OG0001016: SGZ47499.1 Seq_3693
OG0001017: SGZ47500.1 Seq_4066
OG0001018: SGZ47502.1 Seq_2117
OG0001019: SGZ47503.1 Seq_2286
OG0001020: SGZ47505.1 Seq_1928
OG0001021: SGZ47507.1 Seq_1180
OG0001022: SGZ47509.1 Seq_1503
OG0001023: SGZ47510.1 Seq_3119
OG0001024: SGZ47511.1 Seq_1685
OG0001025: SGZ47512.1 Seq_3497
OG0001026: SGZ47513.1 Seq_4751
OG0001027: SGZ47516.1 Seq_487
OG0001028: SGZ47518.1 Seq_1572
OG0001029: SGZ47519.1 Seq_2719
OG0001030: SGZ47522.1 Seq_3148
OG0001031: SGZ47523.1 Seq_2160
OG0001032: SGZ47525.1 Seq_165
OG0001033: SGZ47526.1 Seq_3301
OG0001034: SGZ47529.1 Seq_1382
OG0001035: SGZ47531.1 Seq_3000
OG0001036: SGZ47536.1 Seq_697
OG0001037: SGZ47537.1 Seq_2573
OG0001038: SGZ47538.1 Seq_281
OG0001039: SGZ47540.1 Seq_1232
OG0001040: SGZ47541.1 Seq_2507
OG0001041: SGZ47543.1 Seq_3984
OG0001042: SGZ47544.1 Seq_3738
OG0001043: SGZ47545.1 Seq_549
OG0001044: SGZ47546.1 Seq_3833
OG0001045: SGZ47547.1 Seq_5148
OG0001046: SGZ47549.1 Seq_3769
OG0001047: SGZ47551.1 Seq_2075
OG0001048: SGZ47553.1 Seq_5140
OG0001049: SGZ47554.1 Seq_4525
OG0001050: SGZ47556.1 Seq_4160
OG0001051: SGZ47559.1 Seq_797
OG0001052: SGZ47561.1 Seq_3759
OG0001053: SGZ47562.1 Seq_5286
OG0001054: SGZ47564.1 Seq_3265
OG0001055: SGZ47567.1 Seq_4217
OG0001056: SGZ47568.1 SGZ50739.1
OG0001057: SGZ47569.1 Seq_3457
OG0001058: SGZ47572.1 Seq_4157
OG0001059: SGZ47573.1 Seq_2319
OG0001060: SGZ47574.1 Seq_3803
OG0001061: SGZ47578.1 Seq_253
OG0001062: SGZ47581.1 Seq_3335
OG0001063: SGZ47583.1 Seq_785
OG0001064: SGZ47585.1 Seq_2779
OG0001065: SGZ47587.1 Seq_3751
OG0001066: SGZ47588.1 Seq_3054
OG0001067: SGZ47590.1 Seq_3217
OG0001068: SGZ47591.1 Seq_4876
OG0001069: SGZ47593.1 Seq_3516
OG0001070: SGZ47596.1 Seq_1510
OG0001071: SGZ47598.1 Seq_5517
OG0001072: SGZ47599.1 Seq_1887
